,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2013 - 44H1,249.42,0.0,1.96,0.0,48.2,356.3,409.4,186.5,71.6,152.0,33.0,12.6,56.4,1277.8
2013 - 45G7,2207.72,2084.52,95.5,80.37,144.24,553.32,133.85,210.46,27.62,138.88,76.75,16.69,27.62,1185.19
2013 - 45G8,3202.38,3147.97,191.47,159.21,0.62,3.7,13.69,13.9,0.0,10.39,0.51,0.51,0.51,43.21
2013 - 45G9,2373.1,2199.16,125.4,99.62,59.25,41.7,84.15,15.93,15.54,29.67,20.22,0.0,0.0,207.21
2013 - 45H0,2933.91,2530.24,108.33,73.18,590.55,459.78,608.19,289.11,306.68,545.91,175.77,27.49,375.26,2788.19
2013 - 45H1,573.81,335.2,10.17,4.47,961.77,624.1,630.26,276.86,229.27,449.16,151.16,17.07,84.63,2462.51
2013 - 46G8,2482.06,2004.33,226.89,190.45,71.61,1515.34,1072.67,771.9,173.65,307.23,0.0,17.16,8.58,3866.53
2013 - 46G9,3016.85,2963.04,180.93,144.41,186.49,51.08,142.3,34.26,5.66,56.64,1.18,11.33,0.0,302.45
2013 - 46H0,3207.13,3146.21,189.01,148.74,216.13,90.71,170.08,31.46,13.12,60.31,1.47,3.94,18.33,389.42
2013 - 46H1,1468.95,975.9,30.75,13.69,483.04,217.92,193.83,112.04,38.82,109.67,2.65,0.63,32.32,707.88
2013 - 46H2,0.0,0.0,0.0,0.0,7.25,119.47,167.35,92.2,26.81,63.71,1.01,0.48,19.3,490.33
2013 - 47G9,1631.08,1314.29,41.17,25.58,342.52,380.87,316.34,51.64,62.35,103.88,24.94,12.26,18.36,970.64
2013 - 47H0,2761.66,2189.82,80.36,49.26,480.99,462.42,1025.65,73.34,57.94,113.15,0.0,0.0,4.68,1737.18
2013 - 47H1,2765.39,2154.02,67.95,64.74,288.33,322.75,364.77,188.59,93.52,145.57,18.29,3.34,39.13,1175.96
2013 - 47H2,1631.81,1129.96,27.55,23.7,294.83,1001.84,847.25,420.67,113.59,322.12,5.82,4.73,68.06,2784.08
2013 - 47H3,872.06,489.86,21.55,4.87,209.36,1075.71,945.74,342.34,101.52,361.82,60.95,28.3,113.87,3030.25
2013 - 48G9,0.0,0.0,0.0,0.0,293.38,44.87,66.98,31.81,37.75,23.57,14.11,3.41,7.61,230.11
2013 - 48H0,97.7,0.0,0.62,0.0,690.67,457.86,480.68,185.49,191.07,79.36,40.28,7.16,18.81,1460.71
2013 - 48H1,411.53,90.75,2.66,0.9,733.09,498.61,513.97,198.69,205.55,85.88,43.72,7.85,20.74,1575.01
2013 - 48H2,87.3,24.45,0.01,0.05,148.21,197.95,132.88,54.07,62.68,30.05,16.3,3.53,10.12,507.58
2013 - 48H3,387.37,355.99,3.7,2.03,37.07,1641.01,1559.39,404.75,159.57,44.3,105.66,1.37,13.41,3929.46
2013 - 48H4,1275.59,469.67,26.6,2.89,0.0,1757.21,1901.76,857.66,473.92,714.52,231.58,56.42,258.6,6251.67
2013 - 48H5,2184.54,412.82,46.83,4.24,4.55,852.54,950.17,378.67,147.64,406.82,91.44,27.33,133.24,2987.85
2013 - 48H6,1023.43,395.25,15.21,3.28,0.0,4746.36,2819.27,1095.76,286.29,1151.92,177.16,81.07,367.41,10725.24
2013 - 49G9,0.0,0.0,0.0,0.0,141.64,21.66,32.34,15.36,18.22,11.38,6.81,1.65,3.67,111.09
2013 - 49H5,161.67,0.0,1.1,0.0,0.0,342.92,320.71,127.04,78.6,35.24,31.6,3.14,12.73,951.98
2013 - 49H6,854.85,0.0,10.15,0.0,0.0,625.64,591.28,280.05,183.29,84.98,61.76,9.09,32.07,1868.16
2013 - 50G8,0.0,0.0,0.0,0.0,0.25,37.67,48.12,21.48,36.15,26.85,13.08,24.99,65.48,273.82
2013 - 50G9,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.14,0.4,0.38,0.16,0.53,1.15,3.05
2013 - 50H0,0.0,0.0,0.0,0.0,0.0,0.14,0.73,0.42,1.22,1.14,0.51,1.24,2.95,8.35
2013 - 51G7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.08,0.08,0.04,0.07,0.19,0.51
2013 - 51G8,0.0,0.0,0.0,0.0,0.54,3.86,6.99,3.2,6.28,4.09,2.48,3.64,9.84,40.38
2013 - 51G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 51H0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 52G7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.04,0.02,0.04,0.1,0.26
2013 - 52G8,0.0,0.0,0.0,0.0,0.0,0.13,0.23,0.13,0.04,0.01,0.0,0.0,0.01,0.55
2013 - 52G9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013 - 52H0,0.0,0.0,0.0,0.0,0.0,5.05,5.92,2.24,3.29,2.49,1.15,2.57,5.26,27.97
2013 - 53G8,0.0,0.0,0.0,0.0,0.0,0.32,0.75,0.51,0.75,0.67,0.26,0.57,1.64,5.47
2013 - 53G9,0.0,0.0,0.0,0.0,0.0,1.05,2.7,1.31,2.51,1.55,0.84,1.57,3.82,15.35
2013 - 53H0,0.0,0.0,0.0,0.0,0.0,11.16,24.21,13.38,29.9,27.79,14.05,29.12,78.15,227.76
2013 - 54G8,0.0,0.0,0.0,0.0,0.0,0.26,0.72,0.51,0.88,0.82,0.31,0.75,1.93,6.18
2013 - 54G9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.01,0.04,0.07,0.19
2013 - 54H0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.26,0.35,0.15,0.4,0.74,2.13
2013 - 55G9,0.0,0.0,0.0,0.0,0.0,9.6,10.78,5.03,6.97,5.85,2.46,5.21,12.43,58.33
2013 - 55H0,0.0,0.0,0.0,0.0,0.0,1.41,1.59,0.75,1.06,0.9,0.38,0.82,1.92,8.83
2014 - 37G0,352.39,20.0,1.02,0.03,8.08,14.9,8.45,7.75,8.27,0.29,0.0,0.0,0.0,39.66
2014 - 37G1,1382.85,286.04,8.08,0.96,87.53,131.48,28.21,25.97,33.5,2.53,0.0,0.0,0.0,221.69
2014 - 37G2,272.39,20.02,0.94,0.03,3.29,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
2014 - 37G3,0.0,0.0,0.0,0.0,585.83,261.87,18.63,4.78,0.87,2.72,0.37,0.0,0.0,289.24
2014 - 37G4,60.26,4.02,0.08,0.0,1313.79,123.52,9.21,9.03,3.43,3.98,1.35,0.11,0.0,150.63
2014 - 37G5,240.08,0.0,1.52,0.0,214.59,88.67,98.62,61.73,23.51,18.34,12.41,2.34,2.63,308.25
2014 - 37G8,28.0,0.0,0.17,0.0,0.0,120.75,107.38,70.95,40.27,16.22,6.96,0.63,2.96,366.12
2014 - 37G9,292.12,24.0,3.74,0.02,0.0,34.56,26.34,15.72,7.83,2.48,1.16,0.05,0.32,88.46
2014 - 38G0,2230.26,257.96,16.4,0.71,105.0,24.96,22.25,24.62,28.83,1.5,0.0,0.0,0.0,102.16
2014 - 38G1,370.77,0.0,2.15,0.0,0.26,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.13
2014 - 38G2,298.6,0.0,0.79,0.0,668.34,527.9,45.2,63.86,17.7,25.73,6.86,0.53,0.0,687.78
2014 - 38G3,757.28,0.0,2.29,0.0,6328.66,782.79,50.44,41.63,14.48,17.49,3.88,0.7,0.0,911.41
2014 - 38G4,1016.72,0.0,6.28,0.0,2432.3,228.68,17.04,16.72,6.36,7.37,2.5,0.2,0.0,278.87
2014 - 38G5,3038.45,59.56,55.88,0.04,9.08,33.41,68.11,77.31,31.09,26.03,18.41,4.27,2.79,261.42
2014 - 38G6,543.15,0.0,6.89,0.0,364.72,88.93,96.73,44.42,12.67,10.02,6.16,0.45,2.07,261.45
2014 - 38G7,0.0,0.0,0.0,0.0,2270.23,99.0,54.69,3.8,1.4,0.0,0.0,0.0,0.0,158.89
2014 - 38G8,1063.65,0.0,32.78,0.0,0.0,159.62,167.65,99.19,51.33,16.62,7.97,0.57,2.56,505.51
2014 - 38G9,2486.78,433.02,86.52,1.79,417.74,62.14,30.78,17.05,6.0,3.35,0.9,0.16,0.81,121.19
2014 - 39F9,648.58,39.38,4.3,0.07,947.91,1.87,0.91,0.11,0.11,0.0,0.0,0.0,0.0,3.0
2014 - 39G0,847.89,35.51,7.65,0.05,53.22,17.42,6.47,2.82,2.62,0.24,0.0,0.0,0.0,29.57
2014 - 39G1,939.44,0.0,5.73,0.0,74.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 39G2,180.22,0.0,0.33,0.0,,,,,,,,,,
2014 - 39G3,343.04,3.92,2.11,0.0,974.55,1189.67,134.61,186.61,37.33,68.27,22.31,0.88,0.0,1639.68
2014 - 39G4,1577.86,0.0,16.85,0.0,,,,,,,,,,
2014 - 39G5,3263.83,1813.29,109.02,26.42,305.93,307.54,289.01,462.46,157.59,294.62,370.18,0.0,22.86,1904.26
2014 - 39G6,2680.41,743.95,60.09,5.93,0.0,60.78,135.26,172.02,77.29,65.63,45.22,10.98,7.11,574.29
2014 - 39G7,1941.92,0.0,27.05,0.0,0.26,4.05,7.99,9.91,4.62,3.82,2.61,0.65,0.39,34.04
2014 - 39G8,3291.47,74.14,77.17,0.47,0.0,180.46,185.19,104.94,45.38,15.55,9.33,1.2,3.29,545.34
2014 - 39G9,3476.45,0.0,84.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 40F9,287.58,0.0,1.95,0.0,0.98,0.52,0.54,1.03,1.6,0.01,0.0,0.0,0.0,3.7
2014 - 40G0,1965.21,31.14,16.58,0.1,24.5,12.89,13.5,25.74,39.98,0.23,0.0,0.0,0.0,92.34
2014 - 40G1,390.41,0.0,1.58,0.0,0.9,1.7,1.18,2.79,3.36,0.0,0.0,0.0,0.0,9.03
2014 - 40G2,367.67,0.0,2.15,0.0,15.72,17.72,4.91,24.31,30.13,20.92,5.46,2.36,1.99,107.8
2014 - 40G4,769.61,73.9,10.54,0.4,131.28,205.47,93.23,179.87,96.99,62.44,8.71,22.95,0.0,669.66
2014 - 40G5,1946.43,1314.72,35.4,8.23,562.82,303.17,158.54,385.48,277.17,88.89,144.18,6.02,32.64,1396.09
2014 - 40G6,1156.64,575.69,20.5,2.12,219.95,382.87,525.0,493.68,257.84,107.59,274.23,0.0,13.59,2054.8
2014 - 40G7,0.0,0.0,0.0,0.0,185.75,10.14,35.82,136.94,126.14,42.09,23.41,13.95,0.0,388.49
2014 - 40G8,2701.08,1027.04,85.11,8.95,5439.41,2.38,5.95,3.57,0.0,0.0,0.0,0.0,0.0,11.9
2014 - 40G9,1901.84,0.0,32.16,0.0,0.73,13.83,21.33,63.24,40.73,20.79,13.84,0.84,0.0,174.6
2014 - 40H0,641.74,0.0,3.4,0.0,8626.04,901.99,764.68,646.86,294.28,91.72,19.05,14.2,31.01,2763.79
2014 - 41G0,1054.69,0.0,8.58,0.0,,,,,,,,,,
2014 - 41G1,3219.45,0.0,31.62,0.0,1.17,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
2014 - 41G2,1623.65,0.0,17.88,0.0,,,,,,,,,,
2014 - 41G6,38.21,0.0,0.14,0.0,1023.6,379.21,162.15,276.44,161.47,46.49,63.36,22.26,39.5,1150.88
2014 - 41G7,0.0,0.0,0.0,0.0,588.12,106.88,284.14,778.52,221.72,210.4,404.75,187.5,16.68,2210.59
2014 - 41G8,1864.18,805.17,70.24,10.15,3400.76,5.49,71.73,324.06,80.05,68.52,125.76,24.43,52.65,752.69
2014 - 41G9,2448.57,899.83,114.24,7.97,6388.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 41H0,281.66,22.81,4.62,0.09,19788.07,514.51,20.23,60.69,60.69,0.0,20.23,0.0,0.0,676.35
2014 - 42G1,0.0,0.0,0.0,0.0,1.11,0.65,0.0,0.98,0.59,0.2,0.0,0.0,0.0,2.42
2014 - 42G2,102.37,0.0,0.25,0.0,37.53,0.57,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.75
2014 - 42G6,159.23,53.07,1.63,0.27,11.47,26.75,94.02,39.37,88.67,5.73,35.93,0.0,0.0,290.47
2014 - 42G7,2409.62,1389.98,49.53,20.43,543.97,11.8,14.75,4.76,0.0,0.0,2.95,0.0,0.0,34.26
2014 - 42G8,770.13,634.18,30.36,17.82,4200.85,30.27,57.58,103.22,85.48,31.53,40.23,21.04,0.0,369.35
2014 - 42G9,3397.22,3382.09,285.87,131.08,3745.13,0.0,0.0,7.17,0.0,0.0,14.34,0.0,7.17,28.68
2014 - 42H0,1856.88,974.75,88.62,28.76,5414.93,846.13,817.43,1142.47,346.53,155.55,535.98,162.98,167.31,4174.38
2014 - 43G1,0.0,0.0,0.0,0.0,5.04,1.68,0.0,0.56,0.56,0.56,1.68,0.0,0.0,5.04
2014 - 43G2,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 43G7,2123.48,1788.1,61.94,37.39,195.55,0.06,0.0,0.67,0.67,0.06,0.66,0.0,0.0,2.12
2014 - 43G8,153.33,104.75,3.46,1.83,106.99,0.0,1.74,0.95,2.29,1.74,0.79,0.0,0.0,7.51
2014 - 43G9,3007.02,2877.11,242.01,155.84,5626.55,15.43,17.69,61.87,21.79,26.48,10.59,0.0,0.0,153.85
2014 - 43H0,2353.9,1156.36,207.86,41.81,991.32,695.53,1697.78,1611.8,915.63,87.46,851.53,97.3,138.0,6095.03
2014 - 43H1,0.0,0.0,0.0,0.0,336.15,80.33,85.61,155.87,77.16,33.14,45.49,8.93,13.0,499.53
2014 - 44G7,3020.02,2788.54,148.58,112.03,470.6,1.99,0.0,0.0,1.38,1.68,1.38,0.0,3.67,10.1
2014 - 44G8,1355.92,1304.52,46.22,31.75,594.53,0.0,17.46,2.49,4.99,2.49,2.49,0.0,0.0,29.92
2014 - 44G9,1929.46,1469.0,92.19,46.75,3597.83,51.51,187.46,88.84,68.17,105.7,87.13,0.0,0.0,588.81
2014 - 44H0,2908.16,2477.71,156.35,59.61,2868.35,23.58,87.7,151.83,47.15,58.94,64.13,0.0,5.19,438.52
2014 - 44H1,69.43,62.1,0.08,0.58,2404.13,0.0,23.57,47.14,0.0,0.0,23.57,0.0,23.57,117.85
2014 - 45G7,2138.91,1863.31,92.48,66.71,3462.6,1.04,0.0,0.0,0.0,1.04,0.0,0.0,0.0,2.08
2014 - 45G8,3202.38,3122.56,191.04,155.61,6577.34,0.0,6.79,10.19,0.0,0.0,0.0,0.0,0.0,16.98
2014 - 45G9,2409.22,2213.66,131.53,103.64,3793.34,0.0,0.68,0.46,0.0,0.23,0.46,0.0,0.0,1.83
2014 - 45H0,3068.12,2267.42,132.18,51.74,496.41,9.55,12.35,30.28,9.5,3.09,12.0,3.19,9.93,89.89
2014 - 45H1,479.76,317.42,10.97,3.78,1925.67,134.45,117.97,165.68,51.89,10.79,43.84,12.11,40.63,577.36
2014 - 46G8,2229.5,2100.77,223.5,195.01,4435.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 46G9,3052.79,2970.27,192.97,161.2,3308.83,0.0,2.09,0.0,2.09,5.36,2.09,0.0,2.09,13.72
2014 - 46H0,3207.16,3128.36,218.22,187.66,1971.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 46H1,1793.14,1157.53,33.49,15.37,3740.85,155.51,493.7,220.75,64.16,6.52,58.72,3.26,19.57,1022.19
2014 - 46H2,0.0,0.0,0.0,0.0,756.85,31.46,99.89,44.66,12.98,1.32,11.88,0.66,3.96,206.81
2014 - 47G9,965.39,965.39,21.0,19.05,12946.43,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0.0,12.99
2014 - 47H0,1930.36,1807.51,77.46,68.18,3912.06,0.0,0.0,3.98,0.0,1.67,2.31,0.0,0.0,7.96
2014 - 47H1,2694.06,1910.53,102.56,47.32,1625.14,126.75,337.17,264.43,73.62,27.22,100.26,17.51,43.95,990.91
2014 - 47H2,1467.4,1046.42,35.01,17.59,384.12,82.26,322.44,267.36,73.53,26.34,96.33,17.01,35.4,920.67
2014 - 47H3,872.04,661.6,20.57,9.56,20.85,90.18,322.45,203.77,89.02,62.67,110.02,16.8,23.84,918.75
2014 - 48G9,0.0,0.0,0.0,0.0,2672.81,84.18,0.0,0.0,94.71,0.0,0.0,0.0,0.0,178.89
2014 - 48H0,0.0,0.0,0.0,0.0,2199.42,69.27,0.0,0.0,77.93,0.0,0.0,0.0,0.0,147.2
2014 - 48H1,198.87,55.87,2.75,0.49,1757.35,99.9,0.0,0.0,113.52,0.0,0.0,0.0,0.0,213.42
2014 - 48H2,139.62,59.36,1.42,0.29,2208.65,173.23,0.0,0.0,173.23,0.0,0.0,0.0,0.0,346.46
2014 - 48H3,857.43,575.27,12.9,5.69,5349.3,558.88,862.27,231.54,746.51,75.85,39.92,79.84,39.92,2634.73
2014 - 48H4,1254.82,619.35,19.17,5.12,78.57,464.73,1585.26,870.26,398.68,289.01,410.6,77.55,103.34,4199.43
2014 - 48H5,1716.95,359.89,28.76,1.46,469.35,1430.78,4564.42,2295.85,1054.02,709.65,1010.59,176.52,222.37,11464.2
2014 - 48H6,1761.05,20.67,26.63,0.03,649.96,1390.16,4345.56,2203.24,1019.04,663.13,965.58,162.35,200.45,10949.51
2014 - 49G9,0.0,0.0,0.0,0.0,4360.62,0.0,0.0,0.0,28.69,0.0,0.0,0.0,0.0,28.69
2014 - 50G7,0.0,0.0,0.0,0.0,19.11,0.0,0.79,0.71,0.68,0.62,0.35,0.64,1.68,5.47
2014 - 50G8,0.0,0.0,0.0,0.0,18.01,0.0,1.42,2.32,2.19,2.58,1.28,2.53,6.52,18.84
2014 - 50G9,0.0,0.0,0.0,0.0,211.43,0.0,1.52,2.95,2.76,2.62,1.11,2.11,6.49,19.56
2014 - 50H0,0.0,0.0,0.0,0.0,30.43,0.0,0.61,1.17,1.21,1.21,0.43,0.76,3.64,9.03
2014 - 51G7,0.0,0.0,0.0,0.0,14.58,0.0,0.82,1.09,1.06,1.28,0.67,1.34,3.33,9.59
2014 - 51G8,0.0,0.0,0.0,0.0,12.68,0.0,1.56,2.99,2.82,3.45,1.69,3.37,8.64,24.52
2014 - 51G9,0.0,0.0,0.0,0.0,364.8,0.0,1.63,3.28,3.09,3.06,1.2,2.62,5.92,20.8
2014 - 51H0,0.0,0.0,0.0,0.0,5.2,0.13,1.45,2.19,1.9,2.32,1.2,2.34,6.42,17.95
2014 - 52G7,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.09,0.09,0.0,0.09,0.0,0.09,0.73
2014 - 52G8,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.07,0.27,0.2,0.14,1.35,2.03
2014 - 52G9,0.0,0.0,0.0,0.0,9.19,0.0,0.61,0.36,0.34,0.2,0.26,0.11,0.88,2.76
2014 - 52H0,0.0,0.0,0.0,0.0,3.21,0.0,0.73,1.65,1.52,2.37,1.3,2.47,8.57,18.61
2014 - 53G8,0.0,0.0,0.0,0.0,12.66,0.0,0.53,1.67,1.63,3.44,1.89,3.96,9.68,22.8
2014 - 53G9,0.0,0.0,0.0,0.0,5.61,0.0,0.7,1.44,1.47,1.35,0.23,0.9,1.37,7.46
2014 - 53H0,0.0,0.0,0.0,0.0,4.12,0.1,2.27,3.48,3.28,4.18,2.17,4.0,10.61,30.09
2014 - 54G8,0.0,0.0,0.0,0.0,10.14,0.0,0.4,1.27,1.29,3.04,1.73,3.33,9.22,20.28
2014 - 54G9,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.02,0.15,0.1,0.11,0.65,1.03
2014 - 54H0,0.0,0.0,0.0,0.0,0.0,0.08,0.47,0.72,0.63,0.92,0.57,0.81,3.07,7.27
2014 - 55G9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.31,0.22,0.28,1.27,2.21
2014 - 55H0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.09,0.25,0.18,0.27,0.96,1.85
2015 - 37G0,424.52,0.0,2.01,0.0,0.0,93.56,3.34,1.35,3.46,0.32,0.0,0.0,0.0,102.03
2015 - 37G1,1387.6,153.13,10.26,0.5,64.6,125.82,7.24,2.17,3.12,0.5,0.0,0.0,0.0,138.85
2015 - 37G2,248.39,0.0,1.1,0.0,17.48,6.68,0.84,0.27,0.29,0.06,0.03,0.02,0.0,8.19
2015 - 37G3,8.0,0.0,0.02,0.0,1147.61,14.75,1.62,0.21,0.21,0.0,0.0,0.0,0.0,16.79
2015 - 37G4,0.0,0.0,0.0,0.0,0.36,21.42,18.33,12.36,6.84,1.69,1.45,0.28,0.37,62.74
2015 - 37G5,96.01,0.0,0.53,0.0,0.0,16.2,46.82,91.17,37.43,20.07,18.49,4.79,1.8,236.77
2015 - 37G8,12.0,0.0,0.06,0.0,0.0,1504.93,375.65,119.34,32.04,5.57,4.18,1.39,0.0,2043.1
2015 - 37G9,260.15,56.01,4.57,1.35,7.49,234.23,40.65,13.03,3.34,0.51,0.41,0.1,0.0,292.27
2015 - 38G0,2131.69,210.39,12.61,0.57,0.03,117.21,6.72,1.09,7.59,0.91,0.0,0.0,0.0,133.52
2015 - 38G1,343.0,0.0,2.17,0.0,3.7,78.96,0.58,0.16,0.05,0.0,0.0,0.0,0.0,79.75
2015 - 38G2,277.88,19.84,0.7,0.02,94.21,152.75,27.38,8.82,5.19,0.24,0.24,0.0,0.14,194.76
2015 - 38G3,1316.79,0.0,8.28,0.0,738.3,1686.12,336.6,88.3,52.71,3.88,3.95,0.16,0.69,2172.41
2015 - 38G4,567.02,0.0,3.34,0.0,1.53,90.82,77.72,52.43,29.03,7.15,6.15,1.2,1.56,266.06
2015 - 38G5,2982.91,788.03,45.32,4.86,0.0,28.22,48.98,87.42,37.06,18.82,18.19,4.94,1.91,245.54
2015 - 38G6,150.47,47.41,1.62,0.42,0.0,92.05,157.27,289.52,122.42,61.11,57.29,16.14,7.06,802.86
2015 - 38G7,0.0,0.0,0.0,0.0,0.0,106.38,165.56,297.23,91.66,53.78,26.75,12.72,9.25,763.33
2015 - 38G8,277.08,233.43,4.94,1.99,11.16,657.94,281.05,162.75,60.98,15.63,8.49,2.68,0.0,1189.52
2015 - 38G9,2708.05,1925.57,78.7,30.78,0.0,1454.25,667.0,327.45,134.49,21.74,18.99,2.76,0.0,2626.68
2015 - 39F9,480.04,23.65,3.03,0.02,0.31,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
2015 - 39G0,800.69,43.41,5.43,0.17,4.53,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26
2015 - 39G1,652.48,0.0,3.7,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 39G2,46.82,0.0,0.06,0.0,,,,,,,,,,
2015 - 39G3,1553.78,3.92,7.96,0.0,0.82,343.46,247.76,132.13,58.66,13.76,13.41,0.57,3.2,812.95
2015 - 39G4,1427.76,191.41,15.26,0.88,,,,,,,,,,
2015 - 39G5,3236.32,2430.8,95.5,27.15,0.0,244.31,136.65,624.46,448.92,64.97,271.82,34.13,31.47,1856.73
2015 - 39G6,2154.08,937.7,39.68,9.16,0.0,52.58,53.14,79.7,27.72,15.88,10.76,3.62,2.11,245.51
2015 - 39G7,1445.38,0.0,18.05,0.0,0.0,192.14,155.95,224.21,74.25,42.62,25.93,9.89,6.45,731.44
2015 - 39G8,2897.65,529.58,53.27,1.7,0.0,65.99,88.97,81.12,36.01,8.64,5.84,1.89,0.0,288.46
2015 - 39G9,3527.75,432.26,103.11,2.31,0.0,90.01,24.17,10.49,4.09,0.68,0.56,0.12,0.0,130.12
2015 - 40F9,225.57,0.0,0.98,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
2015 - 40G0,1849.11,0.0,13.46,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64
2015 - 40G1,602.98,0.0,2.2,0.0,0.0,6.09,0.07,0.03,0.01,0.0,0.0,0.0,0.0,6.2
2015 - 40G2,491.75,0.0,2.21,0.0,0.0,52.23,19.39,23.05,42.46,17.43,7.65,3.37,1.37,166.95
2015 - 40G4,723.16,229.65,10.17,1.42,0.0,58.66,82.59,103.26,99.43,10.3,60.59,0.0,17.69,432.52
2015 - 40G5,2023.69,1093.18,35.19,6.85,0.0,101.97,29.52,93.67,49.29,25.35,16.59,27.82,18.63,362.84
2015 - 40G6,1442.96,815.54,16.87,4.1,0.0,218.07,230.31,379.24,156.23,68.44,47.26,16.69,0.0,1116.24
2015 - 40G7,209.98,0.0,0.63,0.0,0.0,1066.59,219.39,426.57,203.42,0.0,3.99,47.47,4.11,1971.54
2015 - 40G8,3116.33,2406.64,97.61,30.21,0.0,29.12,29.57,28.65,13.05,3.66,2.26,0.64,0.0,106.95
2015 - 41G0,1050.96,0.0,6.81,0.0,,,,,,,,,,
2015 - 41G1,3139.56,0.0,21.83,0.0,0.0,36.46,11.14,8.77,0.57,0.03,0.0,0.0,0.0,56.97
2015 - 41G2,1707.51,0.0,19.1,0.0,,,,,,,,,,
2015 - 41G6,228.48,38.02,1.48,0.12,0.0,530.82,232.45,360.74,715.55,429.33,190.24,44.03,20.64,2523.8
2015 - 41G7,271.02,11.4,1.3,0.02,25.76,601.67,93.07,454.76,390.95,6.2,216.62,76.45,14.73,1854.45
2015 - 41G8,1971.85,1193.7,71.24,11.36,0.0,3487.54,534.82,215.06,382.38,81.73,172.21,95.8,36.0,5005.54
2015 - 41G9,2663.26,1852.76,131.88,47.07,86.96,3224.65,392.96,280.93,126.98,50.69,1.93,40.87,20.78,4139.79
2015 - 41H0,255.05,0.0,3.77,0.0,16.5,573.97,245.3,136.11,61.55,36.15,6.0,22.52,4.98,1086.58
2015 - 42G1,0.0,0.0,0.0,0.0,0.0,41.8,10.58,4.97,6.06,5.09,0.79,0.0,0.0,69.29
2015 - 42G2,390.34,0.0,1.85,0.0,0.0,131.52,6.64,5.65,1.38,0.45,0.01,0.0,0.0,145.65
2015 - 42G6,197.12,125.15,2.39,0.85,28.61,226.3,85.32,110.29,24.97,13.01,62.95,10.4,0.0,533.24
2015 - 42G7,2527.75,1567.57,51.93,17.68,7.25,349.3,56.68,306.3,171.85,32.26,88.13,82.45,44.08,1131.05
2015 - 42G8,751.1,622.77,29.03,17.79,161.55,1155.9,308.49,421.78,98.84,0.0,188.82,10.82,10.82,2195.47
2015 - 42G9,3397.22,3000.07,277.54,121.91,6.1,1632.96,593.95,365.12,201.28,101.28,0.0,38.52,25.77,2958.88
2015 - 42H0,1438.0,511.8,76.07,13.4,12.79,1226.24,676.46,434.18,199.9,40.16,0.0,20.53,27.71,2625.18
2015 - 43G1,0.0,0.0,0.0,0.0,0.0,119.36,10.95,9.38,8.01,5.02,0.59,0.0,0.0,153.31
2015 - 43G2,0.0,0.0,0.0,0.0,0.0,0.22,0.21,0.2,0.18,0.08,0.01,0.0,0.0,0.9
2015 - 43G7,2086.57,1780.82,58.32,36.58,11.0,439.57,107.33,286.86,48.24,26.68,132.81,239.98,0.0,1281.47
2015 - 43G8,164.52,112.23,3.52,1.56,176.64,2146.8,323.38,402.18,130.44,27.17,27.17,0.0,0.0,3057.14
