,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2001 - 44G7,3232.43,3041.33,148.68,106.62,0.0,55.4,372.88,69.67,338.58,75.9,211.98,78.82,29.0,1232.23
2001 - 44G8,1326.52,1209.2,36.65,19.59,0.0,21.51,91.63,16.58,77.65,7.06,99.85,8.91,22.43,345.62
2001 - 44G9,1907.65,1742.27,89.4,67.31,5.63,111.35,499.35,6.99,288.36,41.06,68.98,85.36,18.16,1119.61
2001 - 44H0,2871.37,2695.1,151.59,111.82,22.58,399.55,995.11,9.5,834.28,13.77,211.8,206.02,66.73,2736.76
2001 - 44H1,124.24,32.87,1.45,0.17,59.11,260.74,1466.57,34.75,439.54,5.77,77.6,56.35,5.77,2347.09
2001 - 45G7,2498.37,2060.24,128.21,83.79,19.04,175.1,607.59,51.07,429.77,117.03,127.73,109.37,25.44,1643.1
2001 - 45G8,3216.87,3126.2,198.35,150.0,10.89,242.73,409.15,7.99,195.49,23.98,43.6,72.67,10.89,1006.5
2001 - 45G9,2340.53,2141.33,128.74,101.31,0.0,61.19,757.92,9.52,420.3,32.0,167.84,93.09,37.48,1579.34
2001 - 45H0,2995.65,2817.72,124.25,88.88,0.0,560.8,2961.04,26.3,1987.85,0.0,419.22,372.08,78.0,6405.29
2001 - 45H1,530.63,266.84,8.64,2.75,167.29,300.16,1090.84,145.68,544.52,56.28,171.06,118.8,64.38,2491.72
2001 - 46G7,140.17,21.57,1.91,0.11,18.83,474.54,798.91,42.6,589.51,122.97,242.65,127.06,37.57,2435.81
2001 - 46G8,1961.77,1555.06,201.52,161.1,7.95,712.89,485.34,0.0,526.71,71.6,267.33,87.52,36.6,2187.99
2001 - 46G9,2991.86,2675.44,165.48,120.81,3.38,228.39,524.88,38.49,378.83,59.19,163.52,97.5,32.06,1522.86
2001 - 46H0,3210.72,3164.12,199.68,157.29,3.31,70.76,592.9,99.44,428.03,98.9,129.87,55.94,47.11,1522.95
2001 - 46H1,1707.22,1092.27,36.83,16.19,9.23,117.2,530.41,265.66,196.65,85.96,192.73,65.04,5.62,1459.27
2001 - 46H2,0.0,0.0,0.0,0.0,121.01,43.28,76.54,24.52,17.56,8.51,18.0,3.63,0.31,192.35
2001 - 47G9,559.16,24.81,7.12,0.28,0.0,195.44,342.53,75.08,225.26,64.8,162.18,128.58,35.31,1229.18
2001 - 47H0,1487.52,697.28,52.87,18.25,0.0,19.73,369.05,299.98,617.72,149.0,310.83,142.09,124.33,2032.73
2001 - 47H1,2213.93,1496.79,89.5,49.55,67.83,386.31,977.32,184.34,427.87,94.92,233.94,241.88,25.65,2572.23
2001 - 47H2,1414.72,786.87,32.74,11.28,45.93,272.66,606.93,217.43,149.94,72.74,149.54,41.17,1.65,1512.06
2001 - 47H3,721.59,217.01,12.07,0.8,11.2,67.38,173.72,59.98,37.11,19.82,40.74,7.93,0.38,407.06
2002 - 37G0,280.37,4.04,0.53,0.01,9.22,4.58,1.08,0.25,0.69,0.69,0.0,0.0,0.0,7.29
2002 - 37G1,1124.89,494.3,5.27,0.88,337.42,164.17,52.02,27.16,15.86,9.54,2.18,0.0,0.0,270.93
2002 - 37G2,104.09,16.01,0.36,0.02,68.92,2.57,0.41,0.46,0.18,0.21,0.1,0.0,0.01,3.94
2002 - 37G5,20.01,0.0,0.04,0.0,297.49,80.45,65.04,50.6,52.36,6.51,3.55,0.0,0.0,258.51
2002 - 37G8,0.0,0.0,0.0,0.0,1055.35,596.94,66.04,35.21,23.51,1.86,0.55,0.55,0.0,724.66
2002 - 37G9,20.0,0.0,0.04,0.0,792.7,448.38,49.6,26.44,17.66,1.4,0.41,0.41,0.0,544.3
2002 - 38G0,1237.28,417.35,6.94,1.81,34.78,17.27,4.06,0.95,2.59,2.59,0.0,0.0,0.0,27.46
2002 - 38G1,187.58,67.85,0.87,0.26,11.31,4.72,0.97,0.22,0.12,0.02,0.0,0.0,0.0,6.05
2002 - 38G2,11.99,0.0,0.02,0.0,71.27,20.78,3.29,5.07,1.77,1.63,0.64,0.01,0.26,33.45
2002 - 38G3,450.72,43.55,1.86,0.0,571.51,343.67,31.87,48.92,9.16,15.33,0.99,0.03,3.47,453.44
2002 - 38G4,31.61,0.0,0.17,0.0,1794.82,132.93,83.32,50.96,44.84,15.7,11.56,1.9,0.64,341.85
2002 - 38G5,955.01,59.31,15.6,0.13,591.14,319.97,206.98,169.36,156.11,17.82,9.62,0.0,0.0,879.86
2002 - 38G6,59.28,0.0,0.71,0.0,106.21,45.44,33.34,25.18,24.96,3.17,2.12,0.58,0.0,134.79
2002 - 38G7,0.0,0.0,0.0,0.0,8.14,33.96,19.77,15.87,14.62,1.69,0.96,0.0,0.0,86.87
2002 - 38G8,550.64,126.54,9.84,1.24,31.81,771.99,209.68,126.45,92.01,11.27,6.49,1.3,0.0,1219.19
2002 - 38G9,2005.41,146.39,43.81,1.75,1104.36,1234.61,177.79,216.57,42.67,61.8,1.8,9.92,5.57,1750.73
2002 - 39F9,287.5,35.48,1.46,0.08,46.05,0.42,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.45
2002 - 39G0,152.9,39.47,0.85,0.22,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002 - 39G1,86.27,0.0,0.27,0.0,120.69,0.44,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.55
2002 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2002 - 39G3,937.2,3.94,2.3,0.0,47.64,470.68,63.46,86.68,31.87,42.83,14.0,3.34,8.02,720.88
2002 - 39G4,505.88,113.69,2.96,0.17,,,,,,,,,,
2002 - 39G5,2387.68,1743.96,76.03,32.48,26.68,290.53,108.61,86.95,73.2,8.6,4.42,0.0,0.0,572.31
2002 - 39G6,2380.43,657.63,43.26,7.63,235.4,520.06,227.24,189.49,154.73,18.55,10.53,0.0,0.0,1120.6
2002 - 39G7,1566.43,0.0,22.04,0.0,53.35,403.72,193.89,160.04,145.81,17.91,9.91,0.38,0.0,931.66
2002 - 39G8,2693.15,869.11,58.6,6.56,41.16,151.66,90.65,344.42,55.68,318.08,25.07,87.28,35.69,1108.53
2002 - 39G9,3082.99,1487.94,73.39,7.32,1115.68,3718.52,254.34,1223.77,83.95,481.55,15.54,58.56,39.99,5876.22
2002 - 39H0,89.85,0.0,0.54,0.0,1640.8,2222.66,149.62,226.63,0.0,83.58,0.0,24.67,5.1,2712.26
2002 - 40F9,3.9,0.0,0.03,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002 - 40G0,643.03,7.71,2.57,0.03,166.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2002 - 40G1,88.62,15.41,0.32,0.05,79.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2002 - 40G2,193.28,0.0,0.89,0.0,4.18,1.19,1.64,2.96,1.1,0.4,0.14,0.0,0.0,7.43
2002 - 40G4,416.31,214.02,4.49,1.21,1.83,40.81,7.83,49.37,10.38,28.97,0.91,9.11,13.85,161.23
2002 - 40G5,1922.99,1810.2,20.9,34.51,0.0,33.96,57.05,76.07,11.11,82.8,1.46,5.85,9.65,277.95
2002 - 40G6,1297.11,927.72,14.27,8.05,0.0,22.39,16.56,40.97,9.16,35.16,8.8,16.04,8.83,157.91
2002 - 40G7,109.1,0.0,0.61,0.0,0.0,6.97,4.4,21.94,6.95,9.17,2.24,3.9,0.88,56.45
2002 - 40G8,2876.35,2062.14,85.63,38.33,264.44,386.24,211.26,645.27,150.17,495.15,37.16,70.33,43.49,2039.07
2002 - 40G9,2026.6,1323.49,37.69,12.41,1704.06,1011.01,189.99,463.44,71.01,367.72,14.89,63.01,30.28,2211.35
2002 - 40H0,268.53,0.0,2.94,0.0,4332.72,443.02,22.86,125.78,5.99,63.59,2.66,24.89,12.28,701.07
2002 - 41G0,694.32,65.25,2.84,0.18,90.24,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
2002 - 41G2,1324.53,0.0,12.78,0.0,0.0,14.32,5.57,10.86,0.42,0.53,0.01,0.0,0.0,31.71
2002 - 41G6,3.8,0.0,0.0,0.0,0.0,4.66,0.55,3.66,0.3,3.67,1.99,2.69,2.05,19.57
2002 - 41G7,0.0,0.0,0.0,0.0,0.17,13.73,7.99,28.01,8.22,20.82,3.66,12.45,6.05,100.93
2002 - 41G8,1826.15,501.73,59.42,7.54,152.6,281.55,252.79,810.06,136.93,488.53,16.71,62.04,21.79,2070.4
2002 - 41G9,2047.23,2047.23,80.36,48.56,206.49,658.89,211.32,564.43,30.36,338.74,40.5,82.12,27.95,1954.31
2002 - 41H0,0.0,0.0,0.0,0.0,1416.15,312.92,47.12,112.83,6.72,58.69,3.89,27.09,5.29,574.55
2002 - 42G7,669.38,643.1,2.49,5.79,0.84,34.27,44.98,145.38,55.03,101.07,2.06,58.99,16.0,457.78
2002 - 42G8,743.62,535.8,28.71,14.29,2.11,480.26,223.48,1241.65,116.0,640.98,61.69,92.37,91.45,2947.88
2002 - 42G9,3397.22,3397.22,203.66,183.56,163.52,1099.24,268.0,1826.0,131.73,794.9,18.17,208.95,31.8,4378.79
2002 - 42H0,1146.71,1146.71,0.74,40.04,27.93,432.4,88.09,602.36,51.44,192.66,0.33,24.86,0.33,1392.47
2002 - 43G7,1587.96,560.61,32.5,7.38,0.68,37.34,122.09,164.55,12.49,96.74,45.37,33.78,7.4,519.76
2002 - 43G8,153.36,86.08,3.42,1.41,0.82,8.2,38.56,63.67,52.18,29.87,17.23,0.0,4.43,214.14
2002 - 43G9,2995.91,2787.97,235.47,189.16,2547.12,768.25,244.24,1498.95,141.55,812.14,0.0,257.51,29.44,3752.08
2002 - 43H0,2096.33,2077.74,138.35,174.48,955.84,908.62,282.3,1257.13,190.88,786.57,27.89,121.1,179.66,3754.15
2002 - 43H1,11.15,0.0,0.01,0.0,131.28,664.03,218.79,525.47,12.16,293.42,48.13,74.63,12.16,1848.79
2002 - 44G7,2131.06,1046.66,66.68,25.52,16.41,125.4,304.13,616.37,14.32,114.63,48.04,28.82,72.81,1324.52
2002 - 44G8,1293.52,898.2,27.41,7.31,0.0,7.04,39.3,124.71,16.98,56.29,34.94,19.41,8.25,306.92
2002 - 44G9,1826.65,1407.48,81.02,51.56,17.02,401.61,384.6,1354.59,108.91,701.12,6.81,248.46,180.39,3386.49
2002 - 44H0,2640.17,2640.17,71.66,96.2,729.24,2256.36,737.82,2951.28,154.43,1269.74,17.16,197.32,265.96,7850.07
2002 - 44H1,32.87,32.87,0.0,0.15,129.38,773.88,146.15,747.52,40.73,301.88,19.17,158.13,79.06,2266.52
2002 - 45G7,2331.87,2039.08,105.53,74.39,262.19,47.58,463.2,456.4,62.15,100.02,0.0,33.66,65.38,1228.39
2002 - 45G8,3147.94,2853.74,168.13,107.85,0.0,119.47,482.93,668.66,378.29,330.83,29.34,185.58,58.63,2253.73
2002 - 45G9,2318.7,1996.33,123.25,81.91,410.62,310.24,231.16,1161.89,118.62,520.11,6.08,179.45,103.41,2630.96
2002 - 45H0,2723.28,2690.7,63.58,67.21,1566.58,1341.11,754.94,3567.15,418.28,1687.67,19.58,322.1,111.7,8222.53
2002 - 45H1,248.82,248.82,0.0,1.96,11240.3,686.9,183.66,1399.46,103.94,767.59,55.64,297.76,152.62,3647.57
2002 - 46G8,2421.23,1868.71,220.25,169.49,873.53,362.2,475.12,732.91,119.31,55.39,74.57,55.39,0.0,1874.89
2002 - 46G9,3016.85,2909.24,187.12,129.35,723.82,89.05,412.22,569.17,162.34,719.43,167.04,180.69,104.38,2404.32
2002 - 46H0,2977.95,2967.18,173.6,143.5,4468.09,787.67,690.54,1172.84,450.91,995.83,441.97,441.97,414.55,5396.28
2002 - 46H1,781.45,781.45,2.64,10.45,3174.02,9.08,24.19,9.08,0.0,27.21,30.25,9.06,0.0,108.87
2002 - 46H2,0.0,0.0,0.0,0.0,6.3,0.92,0.78,1.66,0.73,0.8,0.26,0.17,0.54,5.86
2002 - 47G9,2350.16,965.33,66.2,11.78,3525.64,813.97,979.87,1980.52,31.1,565.1,0.0,134.79,523.63,5028.98
2002 - 47H0,3031.31,1758.06,117.43,51.36,10238.29,478.41,526.26,392.32,114.82,516.7,95.68,95.68,172.24,2392.11
2002 - 47H1,2693.26,2405.8,51.79,77.01,1512.53,182.44,390.19,1122.71,255.61,679.57,377.69,235.63,367.55,3611.39
2002 - 47H2,636.08,636.08,0.0,6.44,2242.89,62.43,52.1,103.4,45.37,53.01,15.62,8.62,32.82,373.37
2003 - 37G0,44.13,0.0,0.04,0.0,699.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003 - 37G1,145.25,16.13,0.29,0.05,364.69,5.42,3.51,61.1,37.24,17.76,16.46,0.0,0.0,141.49
2003 - 37G2,0.0,0.0,0.0,0.0,42.87,3.33,4.39,2.82,1.49,0.28,0.45,0.4,0.0,13.16
2003 - 37G5,88.0,0.0,0.54,0.0,120.3,115.66,111.79,77.27,36.47,19.98,9.39,5.1,0.0,375.66
2003 - 37G9,0.0,0.0,0.0,0.0,922.27,33.39,7.95,1.52,0.41,0.22,0.22,0.0,0.0,43.71
2003 - 38G0,634.46,154.33,4.21,0.62,1512.66,0.94,2.86,20.7,4.97,1.87,1.4,0.0,0.0,32.74
2003 - 38G1,0.0,0.0,0.0,0.0,1062.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003 - 38G2,3.98,0.0,0.01,0.0,267.69,25.44,46.26,30.2,15.75,1.95,1.22,2.29,0.06,123.17
2003 - 38G3,783.95,3.98,8.86,0.0,1828.83,371.57,268.36,146.88,40.47,1.81,1.54,4.85,0.0,835.48
2003 - 38G4,890.58,0.0,6.37,0.0,119.63,88.51,30.55,20.25,5.62,7.01,1.74,0.96,0.69,155.33
2003 - 38G5,3234.14,1298.57,64.74,6.06,246.85,86.29,94.99,65.6,42.22,25.29,10.04,5.67,0.0,330.1
2003 - 38G6,698.2,98.84,7.23,0.55,1050.46,119.76,160.07,115.92,67.43,42.64,19.97,13.72,0.0,539.51
2003 - 38G7,0.0,0.0,0.0,0.0,26.41,56.65,60.73,45.11,20.8,12.68,7.52,5.06,0.0,208.55
2003 - 38G8,793.23,0.0,18.29,0.0,791.15,866.21,572.19,286.91,203.45,182.39,80.2,45.46,0.0,2236.81
2003 - 38G9,1528.34,0.0,48.95,0.0,2785.64,4457.45,1108.63,125.08,150.01,58.08,27.36,7.1,0.0,5933.71
2003 - 39F9,259.97,0.0,1.57,0.0,4908.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003 - 39G0,137.25,0.0,0.82,0.0,593.92,0.45,0.35,0.4,0.1,0.0,0.1,0.0,0.0,1.4
2003 - 39G1,46.98,0.0,0.14,0.0,302.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2003 - 39G3,366.67,0.0,3.69,0.0,192.47,35.12,48.25,27.82,13.02,1.12,0.86,1.94,0.07,128.2
2003 - 39G4,431.88,3.9,3.97,0.02,,,,,,,,,,
2003 - 39G5,3075.57,1165.11,94.72,3.7,90.6,259.08,428.51,127.55,86.64,45.62,112.05,43.01,0.0,1102.46
2003 - 39G6,2308.19,314.32,41.51,0.68,262.63,69.59,128.3,91.83,50.14,31.35,16.16,11.96,0.0,399.33
2003 - 39G7,1921.42,19.59,28.51,0.02,140.13,348.0,460.42,335.2,155.93,93.89,56.43,41.97,0.0,1491.84
2003 - 39G8,3161.37,78.03,59.18,0.46,302.46,333.34,376.36,135.95,260.92,127.23,106.7,25.53,11.8,1377.83
2003 - 39G9,2525.92,0.0,54.17,0.0,13371.1,4615.4,1637.4,27.8,658.0,29.8,379.5,11.1,76.2,7435.2
2003 - 39H0,0.0,0.0,0.0,0.0,4711.03,2774.87,58.78,35.99,18.09,0.0,0.0,0.0,0.0,2887.73
2003 - 40F9,27.16,0.0,0.04,0.0,350.3,0.39,0.0,0.39,1.95,0.0,0.0,0.0,0.0,2.73
2003 - 40G0,421.89,15.45,1.74,0.05,1366.02,1.52,0.0,1.52,7.62,0.0,0.0,0.0,0.0,10.66
2003 - 40G1,111.82,0.0,0.29,0.0,648.83,0.72,0.0,0.72,3.62,0.0,0.0,0.0,0.0,5.06
2003 - 40G2,104.22,0.0,0.4,0.0,42.65,6.69,25.84,32.11,21.16,6.88,0.47,1.38,0.0,94.53
2003 - 40G4,299.5,3.9,4.23,0.0,920.34,133.78,59.64,36.86,38.93,19.88,33.13,12.43,0.0,334.65
2003 - 40G5,2730.72,0.0,39.97,0.0,545.35,323.54,524.8,142.56,384.43,36.31,153.15,39.5,0.0,1604.29
2003 - 40G6,1734.67,23.38,23.01,0.04,154.46,73.98,174.13,39.89,197.28,39.89,113.67,39.72,0.0,678.56
2003 - 40G7,306.85,0.0,0.85,0.0,6.35,36.16,105.54,36.27,84.96,41.34,43.37,2.5,47.79,397.93
2003 - 40G8,3120.1,2358.37,92.2,52.82,141.32,1015.27,2020.16,964.33,1354.99,356.28,670.59,101.44,122.8,6605.86
2003 - 40G9,1404.4,262.36,22.26,5.24,10679.3,3426.8,611.4,85.4,634.4,19.0,300.2,4.7,65.5,5147.4
2003 - 40H0,0.0,0.0,0.0,0.0,3408.5,2034.7,230.1,63.1,141.3,2.7,24.6,19.4,0.0,2515.9
2003 - 41G0,414.97,0.0,2.06,0.0,,,,,,,,,,
2003 - 41G1,2486.8,15.21,12.15,0.0,6.8,3.56,16.98,11.66,0.76,0.67,0.0,0.0,0.0,33.63
2003 - 41G2,1289.94,228.9,7.57,0.24,,,,,,,,,,
2003 - 41G6,518.86,144.62,4.67,0.72,124.03,62.75,284.53,509.24,264.1,35.02,166.34,27.72,0.0,1349.7
2003 - 41G7,244.67,38.03,1.24,0.16,89.31,300.08,262.28,228.96,110.71,85.49,39.93,6.85,0.0,1034.3
2003 - 41G8,837.24,415.15,14.52,5.23,21.8,170.7,133.9,105.1,308.1,54.5,268.6,34.1,251.1,1326.1
2003 - 41G9,2277.48,1849.11,88.58,62.06,714.5,2479.3,1357.3,611.1,1023.4,56.2,629.8,134.4,310.1,6601.6
2003 - 41H0,15.21,0.0,0.06,0.0,692.2,2384.9,604.3,94.7,358.2,82.7,240.1,66.3,346.8,4178.0
2003 - 42G1,0.0,0.0,0.0,0.0,0.0,0.19,0.7,0.56,0.17,0.03,0.0,0.0,0.0,1.65
2003 - 42G2,261.54,0.0,0.74,0.0,1.22,0.54,0.49,0.51,0.03,0.01,0.0,0.0,0.0,1.58
2003 - 42G6,246.37,170.64,3.55,1.35,21.11,9.95,58.5,41.92,96.5,7.84,57.3,23.52,0.0,295.53
2003 - 42G7,1778.32,1057.55,46.43,18.96,19.9,72.92,23.87,535.04,496.57,205.53,194.92,31.83,103.42,1664.1
2003 - 42G8,301.22,282.44,12.42,10.02,13.66,269.69,199.79,276.63,393.99,103.21,260.22,61.54,126.58,1691.65
2003 - 42G9,3385.83,3385.83,265.98,223.98,297.19,1888.96,1011.9,536.91,1311.49,84.56,716.06,105.44,397.17,6052.49
2003 - 42H0,1214.55,1214.55,9.72,55.29,1320.73,6619.94,2376.51,907.14,1310.14,58.34,803.86,40.65,570.47,12687.05
2003 - 43G7,2191.28,1632.38,75.41,42.97,547.15,991.96,1102.16,991.95,145.65,169.27,94.48,523.54,0.0,4019.01
2003 - 43G8,153.28,82.28,3.34,1.65,10.98,109.85,241.66,732.66,254.84,682.13,208.7,21.97,208.7,2460.51
2003 - 43G9,3036.66,2840.01,247.86,204.2,4994.19,734.6,313.87,132.61,604.17,34.99,219.13,53.58,191.67,2284.62
2003 - 43H0,2378.44,2170.59,195.0,184.48,2568.53,5465.33,1184.78,429.95,887.46,38.04,508.94,94.72,345.24,8954.46
2003 - 43H1,296.67,81.5,2.42,0.25,1401.03,854.87,45.51,7.91,41.55,5.93,5.93,0.0,11.87,973.57
2003 - 44G7,3243.48,2886.51,158.08,114.44,774.6,1013.92,925.53,319.27,752.0,708.94,1025.17,548.66,0.0,5293.49
2003 - 44G8,1352.25,1308.2,45.3,32.42,3126.42,570.13,29.43,1206.43,1029.86,154.48,253.79,84.6,36.79,3365.51
2003 - 44G9,2014.11,1646.5,86.42,64.1,1940.63,498.23,273.37,145.66,272.11,62.72,96.39,44.85,99.0,1492.33
2003 - 44H0,3092.47,2853.11,147.64,132.83,495.07,2608.29,575.99,117.11,396.73,37.16,187.75,37.16,120.94,4081.13
2003 - 44H1,762.0,135.32,6.21,1.35,3175.89,7666.96,1018.4,229.89,754.98,0.0,724.39,0.0,733.1,11127.72
2003 - 45G7,2646.21,2237.18,122.85,90.84,1473.14,866.02,1099.71,796.63,1405.38,207.82,163.91,144.62,311.93,4996.02
2003 - 45G8,3209.63,3137.07,197.14,159.17,5020.46,1291.2,300.45,421.82,120.65,62.8,169.33,1.61,176.67,2544.53
2003 - 45G9,2478.19,2195.66,133.07,102.63,646.87,1415.17,791.53,576.57,873.11,229.42,357.37,88.23,320.64,4652.04
2003 - 45H0,2995.75,2879.63,97.16,86.57,1588.61,1942.55,910.9,448.3,907.38,56.67,475.58,56.67,404.69,5202.74
2003 - 45H1,785.28,407.87,11.25,5.01,4467.78,198.46,34.5,14.74,6.25,6.25,0.0,0.0,8.44,268.64
2003 - 46G8,2286.43,2193.3,215.54,194.35,91.48,442.77,171.99,265.61,194.56,6.1,147.59,31.71,307.08,1567.41
2003 - 46G9,3052.79,2959.5,179.08,137.72,603.34,468.29,424.4,1028.65,719.29,95.99,119.49,161.5,445.39,3463.0
2003 - 46H0,3203.53,3092.49,193.28,146.04,347.89,481.57,436.37,742.64,261.14,219.1,111.45,135.37,436.73,2824.37
2003 - 46H1,1746.64,1107.21,35.18,15.16,17440.26,6698.6,416.38,674.34,171.97,282.88,169.02,121.54,262.7,8797.43
2003 - 46H2,0.0,0.0,0.0,0.0,845.83,9.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14
2003 - 47G9,767.74,612.29,10.48,5.19,157.59,1442.67,866.74,478.94,348.75,184.0,140.18,7.84,161.09,3630.21
2003 - 47H0,1870.68,1177.38,68.69,32.26,857.97,2178.96,1147.8,1827.32,111.01,588.08,588.08,410.92,0.0,6852.17
2003 - 47H1,2441.54,1433.15,89.06,48.45,8021.89,9819.44,87.31,644.31,156.32,602.2,335.23,240.06,304.6,12189.47
2003 - 47H2,316.57,0.0,2.85,0.0,4461.05,676.56,177.58,195.09,0.0,13.38,37.2,49.89,28.83,1178.53
2003 - 47H3,0.0,0.0,0.0,0.0,1598.19,1260.25,249.95,112.67,68.38,144.91,10.19,17.59,10.67,1874.61
2004 - 37G0,0.0,0.0,0.0,0.0,6.06,133.76,14.31,4.81,0.97,0.09,0.0,0.0,0.0,153.94
2004 - 37G1,20.08,0.0,0.01,0.0,6.66,1008.95,119.61,48.47,7.83,1.77,0.0,2.11,0.0,1188.74
2004 - 37G2,0.0,0.0,0.0,0.0,0.65,205.71,11.99,0.61,0.88,0.05,0.06,0.03,0.03,219.36
2004 - 37G3,0.0,0.0,0.0,0.0,105.44,39.87,0.9,0.0,0.0,0.0,0.0,0.0,0.0,40.77
2004 - 37G4,0.0,0.0,0.0,0.0,147.0,223.54,19.32,6.7,5.22,0.87,0.67,0.3,0.3,256.92
2004 - 37G5,0.0,0.0,0.0,0.0,8.64,430.39,156.65,83.25,72.71,27.8,9.19,4.94,3.39,788.32
2004 - 37G8,0.0,0.0,0.0,0.0,31.65,294.72,126.54,14.31,5.57,2.18,1.39,0.6,0.0,445.31
2004 - 37G9,40.0,16.0,0.26,0.06,52.69,490.59,210.63,23.83,9.27,3.64,2.32,1.0,0.0,741.28
2004 - 38G0,75.41,0.0,0.12,0.0,15.64,345.06,36.92,12.4,2.5,0.23,0.0,0.0,0.0,397.11
2004 - 38G1,3.95,0.0,0.01,0.0,0.0,36.97,3.73,0.85,0.08,0.02,0.0,0.0,0.0,41.65
2004 - 38G2,0.0,0.0,0.0,0.0,9.43,442.26,39.66,8.83,9.39,0.89,1.04,0.28,0.28,502.63
2004 - 38G3,86.91,0.0,0.15,0.0,259.65,1053.03,82.91,15.22,16.58,2.08,1.91,0.45,0.45,1172.63
2004 - 38G4,578.38,134.53,5.85,2.49,2.49,556.56,89.62,48.46,29.28,8.28,4.61,1.46,1.46,739.73
2004 - 38G5,2925.37,1196.99,63.35,10.16,10.81,722.35,274.81,151.83,132.85,50.24,16.59,6.18,6.3,1361.15
2004 - 38G6,257.13,0.0,4.11,0.0,0.0,107.81,33.45,19.41,17.23,6.04,2.23,0.0,0.8,186.97
2004 - 38G7,0.0,0.0,0.0,0.0,2.06,285.01,61.45,33.11,27.8,10.55,2.68,0.0,1.3,421.9
2004 - 38G8,908.48,106.78,19.27,0.25,7.83,523.11,283.77,47.5,11.59,3.71,2.39,1.07,0.0,873.14
2004 - 38G9,2263.23,1317.18,66.68,18.09,154.56,885.77,484.29,175.66,48.84,43.73,12.36,16.16,3.66,1670.47
2004 - 39F9,15.76,0.0,0.03,0.0,118.08,9.16,0.19,0.02,0.0,0.0,0.0,0.0,0.0,9.37
2004 - 39G0,11.84,0.0,0.01,0.0,6.8,14.4,1.21,0.25,0.0,0.0,0.0,0.0,0.0,15.86
2004 - 39G1,11.84,0.0,0.04,0.0,29.2,27.97,5.12,1.35,0.28,0.28,0.0,0.0,0.0,35.0
2004 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2004 - 39G3,909.64,0.0,1.5,0.0,20.35,505.78,85.09,41.46,30.34,5.35,4.35,0.96,0.96,674.29
2004 - 39G4,1789.97,203.22,32.22,1.27,,,,,,,,,,
2004 - 39G5,3366.2,2769.2,122.18,33.27,0.0,456.3,117.53,110.96,118.69,23.62,62.18,21.32,10.9,921.5
2004 - 39G6,2825.41,303.14,80.55,2.34,0.0,745.45,171.76,90.57,78.78,28.05,10.02,3.73,3.59,1131.95
2004 - 39G7,1833.03,0.0,34.9,0.0,3.81,1183.68,237.54,118.64,102.66,36.5,9.3,0.0,4.83,1693.15
2004 - 39G8,3188.76,1480.16,78.98,14.42,4.08,1061.29,521.66,157.29,32.7,40.42,7.16,13.42,3.7,1837.64
2004 - 39G9,3276.17,2216.5,88.3,24.61,245.95,2107.26,1359.65,600.87,86.78,282.91,52.0,88.09,62.15,4639.71
2004 - 39H0,349.45,0.0,1.41,0.0,662.16,379.39,70.11,55.46,1.12,27.33,0.96,5.57,3.59,543.53
2004 - 40F9,0.0,0.0,0.0,0.0,15.92,1.52,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.58
2004 - 40G0,181.84,0.0,0.63,0.0,115.05,10.96,0.46,0.02,0.0,0.0,0.0,0.0,0.0,11.44
2004 - 40G1,15.41,0.0,0.05,0.0,54.63,5.2,0.22,0.01,0.0,0.0,0.0,0.0,0.0,5.43
2004 - 40G2,77.2,0.0,0.31,0.0,0.74,31.71,11.31,11.15,6.06,1.89,0.21,0.0,0.0,62.33
2004 - 40G4,610.34,233.59,8.14,0.75,0.0,308.48,55.4,31.67,43.45,38.57,41.08,2.72,15.94,537.31
2004 - 40G5,2514.06,1271.98,35.43,6.68,0.0,608.26,214.07,98.65,162.62,136.47,62.21,33.26,42.74,1358.28
2004 - 40G6,1850.38,465.41,32.04,1.87,0.0,548.01,229.23,58.58,89.02,44.59,38.87,11.0,75.14,1094.44
2004 - 40G7,1313.34,229.14,4.84,0.73,0.0,343.61,144.56,134.47,114.33,44.29,65.3,16.62,31.01,894.19
2004 - 40G8,3487.14,2844.78,130.48,73.39,11.49,1870.85,2143.64,703.33,151.5,266.36,39.3,83.15,29.26,5287.39
