,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2014 - 39G4,1577.86,0.0,16.85,0.0,,,,,,,,,,
2014 - 39G5,3263.83,1813.29,109.02,26.42,13.33,28.69,5.55,62.56,25.25,26.11,51.0,25.36,21.57,246.09
2014 - 39G6,2680.41,743.95,60.09,5.93,38.5,113.9,56.35,157.11,56.46,40.96,73.34,43.34,28.34,569.8
2014 - 39G7,1941.92,0.0,27.05,0.0,10.0,129.53,101.0,274.82,104.49,75.44,160.36,90.64,68.35,1004.63
2014 - 39G8,3291.47,74.14,77.17,0.47,11.82,45.99,33.84,113.34,55.5,101.65,226.02,240.04,275.43,1091.81
2014 - 39G9,3476.45,0.0,84.08,0.0,6.19,27.95,42.13,157.62,69.02,147.97,329.35,378.89,495.55,1648.48
2014 - 40F9,287.58,0.0,1.95,0.0,11.2,8.0,0.31,0.29,0.17,0.17,0.0,0.0,0.0,8.94
2014 - 40G0,1965.21,31.14,16.58,0.1,279.79,199.81,7.86,7.27,4.19,4.19,0.0,0.0,0.0,223.32
2014 - 40G1,390.41,0.0,1.58,0.0,12.85,15.61,2.05,4.06,0.63,0.0,0.0,0.0,0.0,22.35
2014 - 40G2,367.67,0.0,2.15,0.0,3.38,124.35,159.92,213.33,301.61,307.84,211.38,82.73,55.28,1456.44
2014 - 40G4,769.61,73.9,10.54,0.4,120.19,99.59,120.58,98.47,44.89,31.65,14.94,19.97,17.15,447.24
2014 - 40G5,1946.43,1314.72,35.4,8.23,46.09,113.28,102.2,197.1,88.62,21.91,17.43,33.1,1.5,575.14
2014 - 40G6,1156.64,575.69,20.5,2.12,24.63,228.33,133.7,374.45,73.47,323.62,171.63,144.6,1.45,1451.25
2014 - 40G7,0.0,0.0,0.0,0.0,0.0,13.22,36.75,301.6,205.93,334.34,252.55,214.69,64.98,1424.06
2014 - 40G8,2701.08,1027.04,85.11,8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014 - 40G9,1901.84,0.0,32.16,0.0,0.0,5.73,40.88,234.69,146.12,362.12,424.2,210.97,195.09,1619.8
2014 - 40H0,641.74,0.0,3.4,0.0,3.16,4.06,1.84,7.64,3.62,6.61,7.01,2.37,2.26,35.41
2014 - 41G0,1054.69,0.0,8.58,0.0,,,,,,,,,,
2014 - 41G1,3219.45,0.0,31.62,0.0,466.21,10.15,0.55,0.0,0.0,0.0,0.0,0.0,0.0,10.7
2014 - 41G2,1623.65,0.0,17.88,0.0,,,,,,,,,,
2014 - 41G6,38.21,0.0,0.14,0.0,31.4,133.51,176.56,335.67,155.22,152.04,135.21,74.26,7.52,1169.99
2014 - 41G7,0.0,0.0,0.0,0.0,3.6,4.83,35.7,181.8,51.75,32.57,44.07,8.72,1.72,361.16
2014 - 41G8,1864.18,805.17,70.24,10.15,14.82,0.0,55.99,39.79,43.39,98.24,132.75,46.92,68.77,485.85
2014 - 41G9,2448.57,899.83,114.24,7.97,3.19,0.0,2.3,5.43,3.91,6.16,10.96,11.12,5.08,44.96
2014 - 41H0,281.66,22.81,4.62,0.09,85.31,3.71,4.74,6.77,4.95,3.16,6.06,1.35,3.05,33.79
2014 - 42G1,0.0,0.0,0.0,0.0,381.81,45.26,1.18,0.0,0.0,0.0,0.0,0.0,0.0,46.44
2014 - 42G2,102.37,0.0,0.25,0.0,1830.5,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
2014 - 42G6,159.23,53.07,1.63,0.27,0.0,0.0,19.67,264.59,89.55,124.15,135.01,44.1,28.49,705.56
2014 - 42G7,2409.62,1389.98,49.53,20.43,0.73,0.0,145.51,466.04,70.85,180.94,213.13,14.28,5.05,1095.8
2014 - 42G8,770.13,634.18,30.36,17.82,19.26,3.96,158.36,184.88,109.74,338.08,222.02,137.72,3.46,1158.22
2014 - 42G9,3397.22,3382.09,285.87,131.08,16.38,0.0,15.39,24.09,12.33,30.05,31.69,29.28,24.71,167.54
2014 - 42H0,1856.88,974.75,88.62,28.76,165.77,22.61,43.8,64.95,22.59,13.34,23.87,26.76,20.34,238.26
2014 - 43G1,0.0,0.0,0.0,0.0,4138.94,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73
2014 - 43G2,0.0,0.0,0.0,0.0,172.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
2014 - 43G7,2123.48,1788.1,61.94,37.39,26.1,2.62,94.3,256.64,71.23,95.85,27.24,41.37,7.86,597.11
2014 - 43G8,153.33,104.75,3.46,1.83,0.79,0.96,9.21,32.03,31.84,26.09,23.98,22.63,0.96,147.7
2014 - 43G9,3007.02,2877.11,242.01,155.84,112.75,0.0,1.5,41.41,29.11,76.83,41.71,8.4,3.6,202.56
2014 - 43H0,2353.9,1156.36,207.86,41.81,38.46,8.61,144.25,199.36,39.96,79.08,53.36,71.0,37.46,633.08
2014 - 43H1,0.0,0.0,0.0,0.0,21.08,2.19,57.15,74.71,20.22,34.92,27.56,34.7,11.26,262.71
2014 - 44G7,3020.02,2788.54,148.58,112.03,66.76,98.23,510.91,474.76,205.9,192.89,154.11,93.65,14.94,1745.39
2014 - 44G8,1355.92,1304.52,46.22,31.75,112.2,19.45,283.25,198.47,106.72,88.27,24.43,11.97,2.99,735.55
2014 - 44G9,1929.46,1469.0,92.19,46.75,214.24,0.0,72.23,207.13,205.46,98.15,56.22,64.32,19.44,722.95
2014 - 44H0,2908.16,2477.71,156.35,59.61,97.21,29.67,148.33,162.34,65.71,42.88,65.31,39.6,16.07,569.91
2014 - 44H1,69.43,62.1,0.08,0.58,77.3,134.82,674.01,737.65,298.59,194.83,296.77,179.92,73.01,2589.6
2014 - 45G7,2138.91,1863.31,92.48,66.71,1523.69,4.16,16.83,44.79,8.31,6.37,4.16,1.25,1.04,86.91
2014 - 45G8,3202.38,3122.56,191.04,155.61,1719.33,19.91,225.9,490.81,139.66,123.43,173.03,18.12,0.0,1190.86
2014 - 45G9,2409.22,2213.66,131.53,103.64,1796.49,0.0,2.58,4.83,1.36,3.29,0.47,0.65,0.0,13.18
2014 - 45H0,3068.12,2267.42,132.18,51.74,1208.12,49.88,160.48,99.06,31.52,14.71,20.17,9.92,5.66,391.4
2014 - 45H1,479.76,317.42,10.97,3.78,507.48,202.11,842.69,710.32,227.34,143.52,217.11,137.29,83.77,2564.15
2014 - 46G8,2229.5,2100.77,223.5,195.01,1223.83,42.68,249.4,235.2,156.56,48.12,39.99,9.91,0.0,781.86
2014 - 46G9,3052.79,2970.27,192.97,161.2,558.93,0.0,29.4,202.56,81.68,41.17,33.98,0.0,3.27,392.06
2014 - 46H0,3207.16,3128.36,218.22,187.66,1396.96,8.72,72.56,439.13,441.84,134.75,182.91,6.51,0.0,1286.42
2014 - 46H1,1793.14,1157.53,33.49,15.37,1439.24,46.58,394.01,937.71,798.06,631.16,199.31,694.82,704.19,4405.84
2014 - 46H2,0.0,0.0,0.0,0.0,291.19,9.42,79.72,189.72,161.47,127.7,40.33,140.58,142.47,891.41
2014 - 47G9,965.39,965.39,21.0,19.05,6051.56,9.17,291.67,426.28,292.07,197.0,13.68,0.0,0.0,1229.87
2014 - 47H0,1930.36,1807.51,77.46,68.18,2950.01,14.67,27.07,39.23,24.42,5.35,0.79,0.0,0.0,111.53
2014 - 47H1,2694.06,1910.53,102.56,47.32,716.97,75.87,207.05,407.21,165.73,129.13,37.17,101.93,59.51,1183.6
2014 - 47H2,1467.4,1046.42,35.01,17.59,582.58,81.27,259.51,502.8,200.72,154.41,52.25,114.4,70.75,1436.11
2014 - 47H3,872.04,661.6,20.57,9.56,383.89,29.33,280.36,329.82,151.55,43.59,19.86,4.67,4.18,863.36
2014 - 48G9,0.0,0.0,0.0,0.0,1023.46,289.05,310.68,328.43,11.48,156.59,135.01,63.15,18.81,1313.2
2014 - 48H0,0.0,0.0,0.0,0.0,842.19,237.86,255.65,270.26,9.44,128.85,111.1,51.96,15.48,1080.6
2014 - 48H1,198.87,55.87,2.75,0.49,859.44,213.66,222.3,231.09,8.91,114.66,91.75,43.64,13.7,939.71
2014 - 48H2,139.62,59.36,1.42,0.29,315.42,612.26,889.5,955.34,21.03,453.56,393.49,183.41,42.84,3551.43
2014 - 48H3,857.43,575.27,12.9,5.69,4132.32,582.76,1135.98,510.43,501.26,61.13,179.31,110.03,122.26,3203.16
2014 - 48H4,1254.82,619.35,19.17,5.12,1755.62,299.97,1954.19,1763.8,636.98,158.63,47.06,27.81,17.44,4905.88
2014 - 48H5,1716.95,359.89,28.76,1.46,1289.8,151.63,699.41,565.08,216.83,70.95,25.27,3.08,7.81,1740.06
2014 - 48H6,1761.05,20.67,26.63,0.03,2249.9,498.84,1103.18,326.84,139.15,35.48,6.48,0.46,1.11,2111.54
2014 - 49G9,0.0,0.0,0.0,0.0,1434.76,142.95,37.64,32.26,7.32,16.34,12.88,6.34,7.81,263.54
2014 - 50G7,0.0,0.0,0.0,0.0,2215.97,245.9,8.65,2.26,1.35,2.56,2.56,2.02,3.91,269.21
2014 - 50G8,0.0,0.0,0.0,0.0,1084.5,505.11,245.63,182.78,84.61,82.02,63.38,56.6,113.43,1333.56
2014 - 50G9,0.0,0.0,0.0,0.0,208.55,146.08,102.49,54.8,21.64,16.01,12.55,9.95,20.7,384.22
2014 - 50H0,0.0,0.0,0.0,0.0,61.17,138.79,118.12,59.18,23.33,16.98,13.42,10.76,23.45,404.03
2014 - 51G7,0.0,0.0,0.0,0.0,1565.97,421.71,191.59,164.05,81.52,88.82,68.75,62.35,133.75,1212.54
2014 - 51G8,0.0,0.0,0.0,0.0,368.45,447.04,256.26,192.15,88.85,85.68,66.01,59.04,118.37,1313.4
2014 - 51G9,0.0,0.0,0.0,0.0,644.47,77.7,34.55,22.11,8.77,6.74,5.18,4.01,7.33,166.39
2014 - 51H0,0.0,0.0,0.0,0.0,57.31,211.45,191.92,110.81,47.74,40.63,31.25,26.95,57.46,718.21
2014 - 52G7,0.0,0.0,0.0,0.0,288.56,259.01,145.4,93.18,44.11,44.26,36.46,33.27,92.54,748.23
2014 - 52G8,0.0,0.0,0.0,0.0,327.94,95.85,81.02,117.19,64.59,80.08,66.2,67.42,182.31,754.66
2014 - 52G9,0.0,0.0,0.0,0.0,327.81,80.63,111.24,107.69,49.93,49.79,40.76,37.21,87.88,565.13
2014 - 52H0,0.0,0.0,0.0,0.0,101.31,140.22,128.66,95.86,44.08,42.42,35.93,34.25,92.19,613.61
2014 - 53G8,0.0,0.0,0.0,0.0,1094.28,101.15,58.0,71.75,37.72,48.08,41.61,40.02,105.81,504.14
2014 - 53G9,0.0,0.0,0.0,0.0,184.59,63.83,144.25,115.78,52.89,49.6,37.54,36.3,76.86,577.05
2014 - 53H0,0.0,0.0,0.0,0.0,381.68,244.31,147.71,93.77,41.26,36.85,28.52,26.56,62.62,681.6
2014 - 54G8,0.0,0.0,0.0,0.0,397.94,24.86,58.22,64.13,32.11,36.35,29.8,28.25,70.09,343.81
2014 - 54G9,0.0,0.0,0.0,0.0,694.86,74.68,63.76,58.7,28.48,30.04,23.21,22.61,58.24,359.72
2014 - 54H0,0.0,0.0,0.0,0.0,451.71,254.16,198.69,136.17,59.81,51.42,40.03,35.95,82.98,859.21
2014 - 55G9,0.0,0.0,0.0,0.0,462.72,312.96,228.62,147.89,62.18,46.38,34.36,28.25,52.87,913.51
2014 - 55H0,0.0,0.0,0.0,0.0,106.66,472.19,278.56,151.53,58.99,34.6,25.6,17.95,25.53,1064.95
2015 - 37G0,424.52,0.0,2.01,0.0,1.58,1.31,0.23,0.22,0.19,0.05,0.01,0.03,0.01,2.05
2015 - 37G1,1387.6,153.13,10.26,0.5,88.98,4.79,2.05,0.83,2.01,0.42,1.26,0.48,0.11,11.95
2015 - 37G2,248.39,0.0,1.1,0.0,75.18,1.48,0.33,0.45,0.33,0.04,0.09,0.09,0.0,2.81
2015 - 37G3,8.0,0.0,0.02,0.0,46.32,5.92,6.06,3.11,2.75,1.38,1.65,2.08,1.04,23.99
2015 - 37G4,0.0,0.0,0.0,0.0,15.08,23.15,34.7,16.08,13.91,8.8,10.62,10.86,6.27,124.39
2015 - 37G5,96.01,0.0,0.53,0.0,41.31,76.19,12.59,63.52,48.09,12.37,15.76,9.49,13.96,251.97
2015 - 37G8,12.0,0.0,0.06,0.0,155.68,3.72,0.12,0.51,0.57,0.09,0.16,0.27,1.42,6.86
2015 - 37G9,260.15,56.01,4.57,1.35,113.76,30.93,17.99,48.06,55.2,17.57,24.17,25.34,57.97,277.23
2015 - 38G0,2131.69,210.39,12.61,0.57,29.12,0.97,0.23,0.06,0.12,0.05,0.0,0.0,0.05,1.48
2015 - 38G1,343.0,0.0,2.17,0.0,25.29,0.88,0.05,0.04,0.2,0.0,0.0,0.0,0.0,1.17
2015 - 38G2,277.88,19.84,0.7,0.02,126.01,2.77,0.43,0.57,0.13,0.04,0.11,0.07,0.0,4.12
2015 - 38G3,1316.79,0.0,8.28,0.0,44.36,25.0,21.85,13.27,11.36,5.7,6.61,7.68,3.62,95.09
2015 - 38G4,567.02,0.0,3.34,0.0,63.95,98.16,147.18,68.18,59.01,37.32,45.02,46.05,26.57,527.49
2015 - 38G5,2982.91,788.03,45.32,4.86,2.37,15.17,9.79,31.41,41.03,11.18,17.36,20.04,68.78,214.76
2015 - 38G6,150.47,47.41,1.62,0.42,113.97,66.23,1.25,7.24,6.43,1.53,1.91,1.73,5.92,92.24
2015 - 38G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 38G8,277.08,233.43,4.94,1.99,196.7,70.15,57.0,122.08,197.34,61.43,95.43,112.15,346.25,1061.83
2015 - 38G9,2708.05,1925.57,78.7,30.78,600.51,40.9,42.7,103.16,191.97,47.36,90.67,132.24,485.24,1134.24
2015 - 39F9,480.04,23.65,3.03,0.02,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 39G0,800.69,43.41,5.43,0.17,8.12,2.1,0.11,0.14,0.25,0.0,0.0,0.0,0.0,2.6
2015 - 39G1,652.48,0.0,3.7,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 39G2,46.82,0.0,0.06,0.0,,,,,,,,,,
2015 - 39G3,1553.78,3.92,7.96,0.0,154.72,48.42,41.2,22.95,17.05,9.95,11.34,12.93,6.74,170.58
2015 - 39G4,1427.76,191.41,15.26,0.88,,,,,,,,,,
2015 - 39G5,3236.32,2430.8,95.5,27.15,53.97,12.28,24.15,43.39,85.75,27.41,46.04,13.79,15.38,268.19
2015 - 39G6,2154.08,937.7,39.68,9.16,1.06,44.1,35.84,109.67,117.05,42.14,53.5,49.08,93.32,544.7
2015 - 39G7,1445.38,0.0,18.05,0.0,0.0,24.6,34.77,71.54,106.74,36.5,52.94,59.03,136.83,522.95
2015 - 39G8,2897.65,529.58,53.27,1.7,4.72,50.29,49.48,122.6,150.95,49.43,70.4,71.43,161.23,725.81
2015 - 39G9,3527.75,432.26,103.11,2.31,3.18,16.12,39.09,76.31,154.35,44.53,74.47,97.29,349.93,852.09
2015 - 40F9,225.57,0.0,0.98,0.0,5.16,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,0.26
2015 - 40G0,1849.11,0.0,13.46,0.0,48.68,0.0,1.62,0.0,0.81,0.0,0.0,0.0,0.0,2.43
2015 - 40G1,602.98,0.0,2.2,0.0,0.66,0.13,0.08,0.04,0.08,0.0,0.0,0.0,0.0,0.33
2015 - 40G2,491.75,0.0,2.21,0.0,1.07,59.79,400.02,261.05,115.76,88.25,101.7,43.69,31.9,1102.16
2015 - 40G4,723.16,229.65,10.17,1.42,8.26,5.93,30.35,116.45,53.83,34.4,35.96,58.79,30.55,366.26
2015 - 40G5,2023.69,1093.18,35.19,6.85,20.86,54.04,405.83,575.94,299.76,160.44,264.65,151.48,5.19,1917.33
2015 - 40G6,1442.96,815.54,16.87,4.1,5.53,82.15,16.96,216.44,251.83,55.12,180.48,75.48,37.15,915.61
2015 - 40G7,209.98,0.0,0.63,0.0,0.23,1.7,4.18,4.48,3.47,1.01,0.82,0.85,0.23,16.74
2015 - 40G8,3116.33,2406.64,97.61,30.21,0.43,48.14,51.0,112.38,140.74,53.69,69.54,68.37,136.65,680.51
2015 - 41G0,1050.96,0.0,6.81,0.0,,,,,,,,,,
2015 - 41G1,3139.56,0.0,21.83,0.0,26.59,77.15,16.09,1.2,0.45,0.0,0.0,0.0,0.23,95.12
2015 - 41G2,1707.51,0.0,19.1,0.0,,,,,,,,,,
2015 - 41G6,228.48,38.02,1.48,0.12,69.95,293.01,308.11,582.59,665.53,52.37,74.19,71.38,18.44,2065.62
2015 - 41G7,271.02,11.4,1.3,0.02,0.0,68.33,344.45,942.09,715.42,330.02,143.67,166.06,51.04,2761.08
2015 - 41G8,1971.85,1193.7,71.24,11.36,1.26,142.31,142.21,522.69,626.59,253.92,311.66,495.73,53.97,2549.08
2015 - 41G9,2663.26,1852.76,131.88,47.07,0.0,22.28,21.58,31.69,38.69,17.6,33.8,25.85,21.82,213.31
2015 - 41H0,255.05,0.0,3.77,0.0,0.0,0.61,0.2,0.0,0.0,0.0,0.07,0.07,0.34,1.29
2015 - 42G1,0.0,0.0,0.0,0.0,9.1,52.82,2.21,0.07,0.07,0.0,0.0,0.0,0.01,55.18
2015 - 42G2,390.34,0.0,1.85,0.0,9.76,8.48,0.4,0.02,0.01,0.0,0.0,0.0,0.02,8.93
2015 - 42G6,197.12,125.15,2.39,0.85,0.0,29.06,26.47,92.98,174.66,77.8,31.96,43.26,3.23,479.42
2015 - 42G7,2527.75,1567.57,51.93,17.68,0.0,294.43,828.24,1195.22,797.66,318.55,356.78,216.62,58.61,4066.11
2015 - 42G8,751.1,622.77,29.03,17.79,10.85,224.69,164.68,1269.31,1023.56,476.94,37.13,84.16,4.37,3284.84
2015 - 42G9,3397.22,3000.07,277.54,121.91,0.0,26.81,20.23,44.03,53.05,11.16,29.86,27.49,14.65,227.28
2015 - 42H0,1438.0,511.8,76.07,13.4,0.0,30.78,12.62,17.12,6.02,2.4,2.69,2.3,3.91,77.84
2015 - 43G1,0.0,0.0,0.0,0.0,74.88,91.01,11.42,0.4,0.26,0.14,0.0,0.0,0.21,103.44
2015 - 43G2,0.0,0.0,0.0,0.0,3.4,5.96,0.25,0.01,0.0,0.0,0.0,0.0,0.0,6.22
2015 - 43G7,2086.57,1780.82,58.32,36.58,0.0,636.95,418.99,887.73,2158.43,541.59,680.3,171.72,74.82,5570.53
2015 - 43G8,164.52,112.23,3.52,1.56,0.0,67.04,16.94,184.17,434.67,89.62,82.56,35.28,0.0,910.28
2015 - 43G9,3118.31,2969.81,250.35,190.94,0.0,739.42,44.23,340.8,313.18,102.57,43.9,45.09,15.79,1644.98
2015 - 43H0,2222.89,2073.94,201.28,186.61,0.0,52.94,3.87,12.27,16.8,8.4,7.75,6.46,5.81,114.3
2015 - 44G7,3027.28,2876.54,134.27,109.48,2.02,199.59,196.01,158.7,114.71,58.4,23.77,14.11,3.81,769.1
2015 - 44G8,1341.18,1311.8,42.78,31.16,5.11,353.54,705.03,197.2,392.37,217.64,39.85,10.22,0.0,1915.85
2015 - 44G9,2091.52,1856.2,102.22,76.74,0.0,609.55,177.7,155.99,320.17,127.09,73.84,24.05,4.48,1492.87
2015 - 44H0,2970.76,2736.04,178.63,116.54,0.0,777.7,122.45,255.93,244.47,23.12,79.89,54.11,42.68,1600.35
2015 - 44H1,625.97,87.68,6.04,1.27,0.0,226.47,109.18,105.2,33.91,16.09,7.13,3.19,1.44,502.61
2015 - 45G7,2197.01,2055.51,97.14,78.8,0.34,225.77,221.11,224.49,173.91,81.56,46.0,12.16,9.05,994.05
2015 - 45G8,3191.5,3133.44,188.94,158.4,9.82,79.01,80.06,92.26,117.3,61.94,31.3,25.7,3.29,490.86
2015 - 45G9,2394.99,2217.41,131.74,107.69,3.45,294.87,151.18,174.07,313.76,95.75,30.69,1.46,6.41,1068.19
2015 - 45H0,3187.88,2883.04,142.36,83.52,0.0,613.89,176.63,375.42,385.33,71.81,116.8,81.78,241.34,2063.0
2015 - 45H1,1159.12,498.5,21.1,6.26,0.0,985.42,319.53,706.1,580.93,121.06,194.54,147.69,447.0,3502.27
2015 - 46G8,2400.18,2221.95,227.14,199.06,414.99,291.73,234.4,174.33,324.68,224.02,101.45,47.32,12.89,1410.82
2015 - 46G9,3034.8,2973.81,186.91,163.52,264.76,102.08,21.18,9.68,14.87,1.04,1.08,1.58,0.54,152.05
2015 - 46H0,3214.32,3174.84,204.45,168.57,82.01,188.81,6.94,7.23,30.38,7.75,4.36,0.0,0.56,246.03
2015 - 46H1,1971.51,1325.37,45.07,20.23,283.88,136.82,28.19,52.82,33.74,2.64,5.01,4.0,8.98,272.2
2015 - 46H2,0.0,0.0,0.0,0.0,29.74,41.66,12.56,14.94,7.65,1.49,0.96,1.94,1.93,83.13
2015 - 47G9,979.63,976.09,5.62,20.55,269.88,2685.56,491.01,1242.69,606.25,494.38,75.82,49.28,53.51,5698.5
2015 - 47H0,1698.67,1484.13,71.89,60.32,105.55,3738.96,375.12,263.0,236.32,15.81,40.99,12.9,8.34,4691.44
2015 - 47H1,2179.21,1665.56,98.7,62.32,14.46,1210.71,159.85,181.66,110.34,8.0,14.54,8.03,31.76,1724.89
2015 - 47H2,1600.12,1091.89,44.29,18.36,143.72,926.51,68.15,85.67,49.01,4.55,5.59,1.04,11.89,1152.41
2015 - 47H3,1075.94,654.69,28.12,5.9,8.86,1222.53,160.79,316.04,312.36,38.89,38.89,0.0,0.73,2090.23
2015 - 48G9,20.86,0.0,0.0,0.0,229.79,2153.91,283.27,199.53,102.27,34.47,68.21,52.38,154.93,3048.97
2015 - 48H0,0.0,0.0,0.0,0.0,944.96,1360.19,41.06,27.35,9.8,4.77,5.33,2.29,7.12,1457.91
2015 - 48H1,0.0,0.0,0.0,0.0,1491.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015 - 48H2,115.19,55.86,1.6,0.33,134.92,8411.58,1153.55,735.06,316.59,122.36,198.05,115.92,179.92,11233.03
2015 - 48H3,892.38,118.74,12.86,0.32,33.61,1090.76,64.0,26.26,14.09,11.43,16.76,10.28,12.69,1246.27
2015 - 48H4,1473.84,410.59,28.06,2.55,17.47,4373.5,294.06,400.54,458.88,59.6,63.79,5.21,4.34,5659.92
2015 - 48H5,2115.68,571.74,47.67,4.72,82.14,2831.34,345.99,418.93,435.12,77.67,80.64,16.43,18.39,4224.51
2015 - 48H6,1230.82,128.15,26.48,0.62,21.2,1141.0,132.21,115.93,109.37,17.82,19.18,1.62,1.56,1538.69
2015 - 48H7,257.82,0.0,2.15,0.0,51.73,2276.72,139.68,85.15,36.41,4.27,11.73,0.0,1.59,2555.55
2015 - 49G9,0.0,0.0,0.0,0.0,620.52,445.35,36.99,16.38,9.13,3.83,4.51,3.96,5.15,525.3
2015 - 49H5,34.41,0.0,0.11,0.0,22.9,1431.52,121.87,45.06,24.48,18.05,30.48,12.69,20.47,1704.62
2015 - 49H6,0.0,0.0,0.0,0.0,77.28,319.28,31.85,14.33,10.06,7.38,15.1,8.3,10.31,416.61
2015 - 50G7,0.0,0.0,0.0,0.0,3.08,726.36,34.33,2.88,0.79,0.11,0.02,0.48,0.0,764.97
2015 - 50G8,0.0,0.0,0.0,0.0,0.49,894.84,300.74,123.85,71.26,28.33,24.99,20.79,47.6,1512.4
2015 - 50G9,0.0,0.0,0.0,0.0,595.35,747.58,161.01,53.13,28.21,9.77,8.31,8.12,13.55,1029.68
2015 - 50H0,0.0,0.0,0.0,0.0,1071.0,804.02,202.61,76.5,39.62,14.06,12.64,8.92,18.55,1176.92
2015 - 51G7,0.0,0.0,0.0,0.0,0.0,81.45,166.69,124.96,111.16,66.28,61.83,50.16,172.46,834.99
2015 - 51G8,0.0,0.0,0.0,0.0,5.72,117.51,134.13,131.77,122.54,74.22,67.92,51.73,188.72,888.54
2015 - 51G9,0.0,0.0,0.0,0.0,52.68,659.26,128.15,29.62,12.37,3.57,2.28,3.7,5.39,844.34
2015 - 51H0,0.0,0.0,0.0,0.0,122.24,287.4,144.42,69.43,41.14,16.33,14.17,11.37,30.33,614.59
2015 - 52G7,0.0,0.0,0.0,0.0,0.0,67.95,139.06,104.25,92.74,55.29,51.58,41.85,143.87,696.59
2015 - 52G8,0.0,0.0,0.0,0.0,102.52,37.58,34.15,30.85,28.73,17.35,16.04,12.3,44.71,221.71
2015 - 52G9,0.0,0.0,0.0,0.0,2.39,613.99,562.63,266.11,141.12,44.73,39.12,32.89,74.88,1775.47
2015 - 52H0,0.0,0.0,0.0,0.0,166.78,538.19,190.67,87.53,53.19,22.39,19.98,15.4,41.23,968.58
2015 - 52H1,0.0,0.0,0.0,0.0,66.75,215.4,76.31,35.03,21.29,8.96,8.0,6.16,16.5,387.65
2015 - 53G8,0.0,0.0,0.0,0.0,138.01,19.17,9.98,6.12,5.75,3.41,3.35,2.66,9.5,59.94
2015 - 53G9,0.0,0.0,0.0,0.0,24.63,281.35,153.57,76.78,57.48,29.89,26.64,21.55,63.84,711.1
2015 - 53H0,0.0,0.0,0.0,0.0,293.78,540.32,148.46,80.37,66.82,38.13,36.71,29.98,102.91,1043.7
2015 - 53H1,0.0,0.0,0.0,0.0,54.68,100.56,27.63,14.96,12.44,7.1,6.83,5.58,19.15,194.25
2015 - 54G8,0.0,0.0,0.0,0.0,231.66,182.22,98.69,51.13,40.13,21.54,19.68,15.84,49.49,478.72
2015 - 54G9,0.0,0.0,0.0,0.0,72.84,226.54,92.15,47.39,36.91,19.92,18.34,14.9,47.17,503.32
2016 - 37G0,36.02,0.0,0.02,0.0,107.26,3.94,1.5,0.82,0.97,0.52,0.16,0.19,0.0,8.1
2016 - 37G1,40.22,0.0,0.04,0.0,234.1,17.42,5.89,1.98,7.39,3.04,0.87,0.66,0.0,37.25
2016 - 37G2,0.0,0.0,0.0,0.0,43.11,1.7,1.02,0.68,1.73,0.73,0.02,0.02,0.0,5.9
2016 - 37G3,0.0,0.0,0.0,0.0,60.72,15.67,13.37,19.09,24.25,10.56,3.62,2.07,0.96,89.59
2016 - 37G4,0.0,0.0,0.0,0.0,5.89,55.73,50.52,81.09,93.23,37.75,17.08,9.95,2.97,348.32
2016 - 37G5,0.0,0.0,0.0,0.0,0.71,6.64,36.44,25.99,28.56,9.05,3.34,2.29,2.46,114.77
2016 - 37G8,0.0,0.0,0.0,0.0,1.48,10.96,17.03,21.18,27.62,11.92,2.81,2.74,2.02,96.28
2016 - 37G9,0.0,0.0,0.0,0.0,5.04,83.68,124.2,161.26,210.46,86.0,16.38,12.45,7.85,702.28
2016 - 38G0,717.94,368.91,2.93,1.0,238.58,6.72,4.46,1.09,2.03,0.78,0.38,0.12,0.71,16.29
2016 - 38G1,31.9,0.0,0.09,0.0,211.7,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
2016 - 38G2,43.75,0.0,0.03,0.0,367.32,48.05,30.93,33.09,46.02,15.02,2.74,2.48,0.24,178.57
2016 - 38G3,276.82,0.0,0.87,0.0,246.67,42.97,31.87,44.48,57.35,21.97,6.19,4.94,1.34,211.11
2016 - 38G4,258.02,0.0,1.02,0.0,23.63,94.91,99.65,207.82,185.26,87.83,45.37,23.83,9.04,753.71
2016 - 38G5,606.16,31.67,4.03,0.06,3.08,19.16,114.75,81.63,90.65,34.88,14.24,12.41,13.96,381.68
2016 - 38G6,0.0,0.0,0.0,0.0,0.54,14.47,66.46,62.63,79.34,24.64,12.12,7.57,5.34,272.57
