,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2016 - 38G8,629.84,285.22,13.86,1.54,1.97,14.38,80.04,44.72,67.94,29.25,17.9,31.03,63.74,349.0
2016 - 38G9,1280.48,1019.04,34.41,11.45,0.22,17.41,45.02,44.8,86.5,41.19,22.48,12.85,27.42,297.67
2016 - 39F9,200.76,66.95,0.56,0.12,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 - 39G0,117.98,47.35,0.56,0.19,61.55,0.64,0.02,0.03,0.15,0.02,0.03,0.0,0.0,0.89
2016 - 39G1,15.66,0.0,0.02,0.0,9.26,0.09,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.12
2016 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2016 - 39G3,943.65,0.0,3.81,0.0,26.14,14.71,10.06,13.78,18.66,7.48,2.11,1.7,0.41,68.91
2016 - 39G4,672.76,15.62,5.31,0.01,,,,,,,,,,
2016 - 39G5,3019.98,1828.3,71.66,27.97,31.42,35.67,50.54,79.12,50.21,27.48,8.05,9.69,8.28,269.04
2016 - 39G6,1296.88,352.08,18.0,2.08,4.78,22.84,143.7,100.48,112.73,48.44,18.7,19.21,20.97,487.07
2016 - 39G7,944.3,0.0,4.79,0.0,0.96,18.37,105.23,85.03,106.03,52.85,19.85,19.79,22.72,429.87
2016 - 39G8,3023.74,348.47,52.99,1.01,0.05,14.41,66.79,53.71,90.57,39.04,22.19,22.89,20.75,330.35
2016 - 39G9,2569.46,374.45,49.12,1.8,0.54,9.19,65.37,51.33,103.07,33.51,42.11,35.03,54.7,394.31
2016 - 39H0,0.0,0.0,0.0,0.0,1.05,0.35,3.39,4.12,6.4,1.37,0.95,0.98,1.86,19.42
2016 - 40F9,7.8,0.0,0.04,0.0,0.77,0.05,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.11
2016 - 40G0,275.54,0.0,0.79,0.0,30.08,1.91,0.89,1.03,0.55,0.0,0.14,0.0,0.0,4.52
2016 - 40G1,19.26,0.0,0.1,0.0,273.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 - 40G2,150.5,0.0,0.72,0.0,7.76,189.69,55.82,25.32,8.58,2.15,0.56,0.2,0.0,282.32
2016 - 40G4,528.5,136.21,3.33,0.53,0.0,8.06,21.57,72.86,31.16,16.62,3.21,0.22,2.11,155.81
2016 - 40G5,1636.45,537.11,23.96,4.61,0.0,10.26,104.73,141.6,264.29,99.65,28.67,21.3,24.66,695.16
2016 - 40G6,1456.17,307.33,18.97,1.43,0.95,31.35,128.66,163.13,147.58,70.08,15.98,14.19,3.71,574.68
2016 - 40G7,108.57,0.0,0.18,0.0,0.0,14.65,275.32,120.31,163.4,71.56,54.72,45.43,28.26,773.65
2016 - 40G8,3181.64,1048.39,98.74,12.88,0.08,16.92,72.26,57.19,88.65,37.6,20.63,22.38,20.01,335.64
2016 - 40G9,818.18,23.12,10.76,0.08,0.32,30.87,132.16,152.63,182.17,86.32,74.08,45.21,32.91,736.35
2016 - 40H0,0.0,0.0,0.0,0.0,0.0,11.54,131.88,285.54,333.7,254.01,200.08,114.8,104.3,1435.85
2016 - 41G0,418.03,0.0,1.4,0.0,,,,,,,,,,
2016 - 41G1,3008.4,0.0,16.6,0.0,94.95,27.44,2.68,0.57,0.14,0.13,0.0,0.0,0.0,30.96
2016 - 41G2,1546.83,0.0,15.04,0.0,,,,,,,,,,
2016 - 41G6,114.13,15.21,1.11,0.08,0.0,41.31,287.53,219.43,324.43,138.26,98.16,58.19,11.18,1178.49
2016 - 41G7,80.35,19.01,0.13,0.11,0.0,6.45,171.8,87.18,45.34,46.3,25.32,15.58,4.83,402.8
2016 - 41G8,2049.1,1658.14,81.74,40.09,3.45,30.83,472.05,379.05,870.83,150.18,543.12,228.8,79.21,2754.07
2016 - 41G9,2200.08,1286.65,113.72,25.34,0.0,9.72,61.08,46.4,71.98,30.01,12.5,20.57,20.04,272.3
2016 - 41H0,3.8,0.0,0.0,0.0,0.0,6.15,41.78,17.42,10.96,3.38,0.41,0.25,0.29,80.64
2016 - 42G1,0.0,0.0,0.0,0.0,132.14,15.52,0.69,0.06,0.08,0.1,0.0,0.0,0.0,16.45
2016 - 42G2,219.86,0.0,0.74,0.0,154.58,1.97,0.07,0.0,0.01,0.01,0.0,0.0,0.0,2.06
2016 - 42G6,185.79,125.18,1.41,1.06,1.01,3.37,33.12,10.25,10.19,9.04,6.88,3.04,1.01,76.9
2016 - 42G7,1419.98,491.47,16.2,2.45,1.17,17.56,369.64,53.72,68.86,44.82,8.39,1.66,6.13,570.78
2016 - 42G8,668.08,418.94,25.23,9.1,2.07,17.3,301.38,54.79,95.46,31.97,9.53,9.86,2.57,522.86
2016 - 42G9,3397.22,2474.19,269.38,88.57,0.0,0.76,12.42,5.72,3.15,1.79,0.62,0.98,0.0,25.44
2016 - 42H0,927.78,248.05,38.37,4.65,0.0,1.6,25.06,11.64,10.37,3.01,1.6,1.6,0.0,54.88
2016 - 43G7,2272.57,1739.06,59.71,32.3,4.78,1.99,82.27,51.27,121.22,61.6,15.5,11.92,1.99,347.76
2016 - 43G8,339.79,112.21,4.78,1.85,0.95,2.36,18.44,0.47,1.89,0.95,2.36,1.89,0.0,28.36
2016 - 43G9,3218.51,2995.89,267.89,191.34,7.01,0.0,7.13,4.12,3.65,0.09,0.09,0.0,0.09,15.17
2016 - 43H0,1920.68,1525.62,192.5,135.38,0.0,0.0,372.63,93.95,94.85,69.18,1.53,5.52,28.83,666.49
2016 - 43H1,0.0,0.0,0.0,0.0,0.0,0.0,199.35,61.32,73.94,59.94,3.67,6.41,19.1,423.73
2016 - 44G7,3250.96,3082.6,152.08,118.44,10.03,0.0,3.79,0.63,1.89,0.63,0.0,0.0,0.0,6.94
2016 - 44G8,1345.14,1027.0,47.08,26.36,5.71,5.2,84.28,47.09,37.82,20.05,15.99,11.93,6.09,228.45
2016 - 44G9,2062.78,1650.75,107.42,63.34,11.88,0.63,82.84,45.61,40.28,25.09,10.85,7.66,0.96,213.92
2016 - 44H0,3047.93,2809.14,200.25,105.87,0.0,14.87,156.15,21.84,17.11,9.04,6.23,8.85,4.25,238.34
2016 - 44H1,823.28,146.13,13.65,1.24,0.0,40.63,315.01,86.23,127.44,60.57,5.01,21.38,14.24,670.51
2016 - 45G7,2175.3,1885.15,92.9,69.26,6.11,63.63,751.43,279.72,198.82,85.35,110.47,5.0,1.53,1495.95
2016 - 45G8,3169.72,2660.36,178.94,132.51,72.65,2.72,29.06,4.54,17.8,4.18,3.45,1.82,0.91,64.48
2016 - 45G9,2412.85,2170.05,141.13,110.16,25.89,4.8,110.28,49.93,73.24,14.14,3.02,1.74,1.74,258.89
2016 - 45H0,3242.3,2988.46,169.03,109.57,37.94,2.96,150.54,42.01,24.78,10.97,0.99,3.57,5.79,241.61
2016 - 45H1,1485.27,628.83,31.9,8.78,4.39,17.57,536.18,205.51,184.87,119.44,8.78,25.91,43.47,1141.73
2016 - 46G8,2279.13,1883.42,211.29,171.87,99.87,290.32,614.13,43.49,15.17,5.06,0.0,0.0,0.0,968.17
2016 - 46G9,3067.11,2938.14,200.46,142.47,64.57,36.16,309.49,36.98,84.75,10.36,16.36,1.36,2.73,498.19
2016 - 46H0,3214.32,2785.71,217.95,142.06,23.65,5.74,24.66,6.76,1.69,0.0,0.0,0.13,0.0,38.98
2016 - 46H1,2135.62,1582.7,67.28,28.43,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016 - 46H2,0.0,0.0,0.0,0.0,1.53,4.84,34.44,8.32,6.32,2.98,0.0,0.31,0.95,58.16
2016 - 47G9,1307.5,788.48,34.66,12.83,122.26,635.71,3364.36,366.88,332.38,172.86,70.15,55.51,6.87,5004.72
2016 - 47H0,2239.79,1606.92,88.21,47.11,77.36,9.28,47.45,2.58,2.58,2.58,0.0,0.0,0.0,64.47
2016 - 47H1,2866.02,1968.0,129.46,76.68,85.35,109.94,1654.3,377.64,263.59,227.45,0.0,38.38,59.46,2730.76
2016 - 47H2,1586.53,1137.64,55.43,23.47,199.44,892.35,5787.16,1199.61,929.17,1196.68,0.0,139.17,294.79,10438.93
2016 - 47H3,1121.33,795.12,41.09,10.6,14.04,52.12,498.93,396.56,118.57,139.29,45.62,42.26,25.51,1318.86
2016 - 48G9,0.0,0.0,0.0,0.0,1594.0,857.35,892.38,59.01,10.42,3.55,7.31,6.52,5.83,1842.37
2016 - 48H0,0.0,0.0,0.0,0.0,7.62,360.88,1529.72,406.24,220.5,73.34,150.7,121.17,130.17,2992.72
2016 - 48H1,59.36,0.0,0.81,0.0,52.45,882.87,2305.42,319.49,128.44,43.47,76.44,66.43,73.41,3895.97
2016 - 48H2,59.37,6.99,0.59,0.02,89.8,1543.06,2460.08,190.88,84.2,18.21,40.93,25.51,41.9,4404.77
2016 - 48H3,864.59,62.87,18.18,0.29,75.14,199.16,663.65,71.87,20.59,10.3,12.57,4.42,11.74,994.3
2016 - 48H4,1477.6,681.68,35.13,7.9,131.17,581.68,3495.05,1961.04,304.9,336.81,49.66,44.01,45.17,6818.32
2016 - 48H5,1666.61,887.08,42.24,11.31,182.75,852.43,4787.55,2282.72,419.24,389.86,93.3,67.24,96.55,8988.89
2016 - 48H6,749.3,193.32,14.13,0.98,1237.32,256.28,1108.28,518.81,54.81,65.55,12.0,9.22,0.0,2024.95
2016 - 48H7,470.24,10.33,5.13,0.01,2224.89,141.05,494.62,534.77,192.89,183.95,54.71,46.63,15.64,1664.26
2016 - 49G9,0.0,0.0,0.0,0.0,136.58,237.48,840.32,194.52,87.03,27.27,58.65,45.99,76.21,1567.47
2016 - 49H5,20.65,0.0,0.08,0.0,5.73,189.42,789.87,141.87,53.97,23.72,20.92,12.98,26.69,1259.44
2016 - 49H6,587.33,3.44,5.58,0.0,42.13,315.71,1576.04,420.35,156.67,72.63,69.4,41.07,82.93,2734.8
2016 - 50G7,0.0,0.0,0.0,0.0,7.4,293.17,449.99,127.23,45.39,20.42,5.24,3.74,11.35,956.53
2016 - 50G8,0.0,0.0,0.0,0.0,1.39,561.48,595.21,161.47,59.68,29.54,11.83,11.18,24.93,1455.32
2016 - 50G9,0.0,0.0,0.0,0.0,83.16,205.15,247.59,72.31,29.45,15.96,6.25,6.18,17.44,600.33
2016 - 50H0,0.0,0.0,0.0,0.0,230.8,297.14,188.47,45.04,18.01,11.23,4.19,4.79,15.17,584.04
2016 - 51G7,0.0,0.0,0.0,0.0,0.0,18.13,224.14,100.61,54.53,29.49,12.77,14.83,50.4,504.9
2016 - 51G8,0.0,0.0,0.0,0.0,0.0,105.84,878.73,398.55,225.84,132.37,57.77,63.34,147.71,2010.15
2016 - 51G9,0.0,0.0,0.0,0.0,0.0,80.75,680.21,285.69,147.56,74.86,32.39,32.88,64.47,1398.81
2016 - 51H0,0.0,0.0,0.0,0.0,73.86,156.68,241.42,72.64,30.46,16.87,7.17,6.93,19.17,551.34
2016 - 52G7,0.0,0.0,0.0,0.0,1.87,7.74,111.29,68.83,53.23,38.04,22.33,29.97,127.21,458.64
2016 - 52G8,0.0,0.0,0.0,0.0,0.0,52.68,547.19,307.8,203.89,122.93,59.11,65.34,214.17,1573.11
2016 - 52G9,0.0,0.0,0.0,0.0,1.55,16.88,129.2,66.8,45.46,29.34,14.75,16.81,47.63,366.87
2016 - 52H0,0.0,0.0,0.0,0.0,2.81,37.26,291.22,151.25,103.49,67.02,33.79,38.56,109.41,832.0
2016 - 53G8,0.0,0.0,0.0,0.0,3.35,64.21,512.44,276.88,183.54,112.8,54.97,61.11,176.08,1442.03
2016 - 53G9,0.0,0.0,0.0,0.0,0.0,8.62,191.88,129.98,105.59,73.4,38.24,42.4,105.07,695.18
2016 - 53H0,0.0,0.0,0.0,0.0,20.71,70.59,439.82,231.09,158.09,104.11,52.5,64.36,192.55,1313.11
2016 - 53H1,0.0,0.0,0.0,0.0,3.11,18.3,82.87,39.82,24.98,15.9,7.67,9.17,26.88,225.59
2016 - 54G8,0.0,0.0,0.0,0.0,0.0,4.09,122.57,105.63,101.46,82.67,46.16,60.3,230.12,753.0
2016 - 54G9,0.0,0.0,0.0,0.0,7.47,41.73,200.12,97.76,65.76,44.37,23.02,29.15,94.98,596.89
2016 - 54H0,0.0,0.0,0.0,0.0,36.11,11.71,360.61,278.46,246.89,180.75,96.26,114.75,354.67,1644.1
2016 - 55G9,0.0,0.0,0.0,0.0,3.34,143.57,191.56,54.22,22.58,12.96,5.55,5.77,12.04,448.25
2016 - 55H0,0.0,0.0,0.0,0.0,4.57,100.85,331.95,133.43,73.72,43.1,20.2,22.68,64.36,790.29
2017 - 37G0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2017 - 37G1,36.3,0.0,0.11,0.0,188.33,11.32,0.22,0.19,0.04,0.0,0.0,0.0,0.0,11.77
2017 - 37G2,0.0,0.0,0.0,0.0,22.2,2.48,0.55,0.89,0.89,0.67,0.07,0.0,0.0,5.55
2017 - 37G3,0.0,0.0,0.0,0.0,16.62,4.45,13.76,20.01,22.01,9.31,3.32,1.78,0.71,75.35
2017 - 37G4,0.0,0.0,0.0,0.0,20.65,5.92,13.08,19.81,26.02,13.01,4.96,1.36,0.67,84.83
2017 - 37G5,200.09,0.0,1.27,0.0,245.18,4.62,2.37,3.96,2.77,2.51,1.86,1.09,0.77,19.95
2017 - 37G8,8.0,0.0,0.02,0.0,161.89,4.28,2.62,8.54,3.2,4.42,1.51,0.82,3.18,28.57
2017 - 37G9,12.0,0.0,0.04,0.0,371.38,45.79,37.63,126.0,51.4,68.75,22.37,9.78,23.2,384.92
2017 - 38G0,396.4,11.85,1.77,0.03,18.32,18.61,0.0,0.31,0.0,0.0,0.0,0.0,0.0,18.92
2017 - 38G1,3.95,0.0,0.01,0.0,0.0,18.21,0.55,0.34,0.0,0.0,0.0,0.0,0.0,19.1
2017 - 38G2,7.93,0.0,0.01,0.0,459.9,28.42,5.04,16.33,11.68,11.55,1.39,0.0,0.0,74.41
2017 - 38G3,432.19,0.0,1.79,0.0,168.28,24.98,30.55,40.44,30.91,23.2,4.83,2.43,1.33,158.67
2017 - 38G4,868.98,0.0,4.81,0.0,90.86,26.04,57.55,87.19,114.48,57.24,21.81,5.97,2.95,373.23
2017 - 38G5,2756.24,748.52,47.9,3.31,29.98,17.43,53.97,76.92,62.0,99.88,56.08,28.82,22.11,417.21
2017 - 38G6,43.48,3.95,0.69,0.01,68.19,3.82,7.1,11.96,8.57,10.52,5.74,2.06,1.07,50.84
2017 - 38G7,0.0,0.0,0.0,0.0,3.19,0.12,0.25,0.38,0.28,0.43,0.26,0.12,0.06,1.9
2017 - 38G8,0.0,0.0,0.0,0.0,10.04,4.88,27.43,69.65,33.56,67.84,39.73,18.57,77.75,339.41
2017 - 38G9,527.98,130.74,7.48,0.76,47.11,37.74,27.92,105.37,88.87,120.87,45.57,28.75,40.63,495.72
2017 - 39F9,59.14,0.0,0.15,0.0,1.62,5.05,0.22,0.13,0.04,0.0,0.0,0.0,0.0,5.44
2017 - 39G0,254.82,15.78,1.23,0.03,4.57,2.11,0.12,0.07,0.01,0.0,0.0,0.0,0.0,2.31
2017 - 39G1,231.61,0.0,1.07,0.0,10.47,22.21,4.68,1.13,0.22,0.0,0.0,0.0,0.0,28.24
2017 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2017 - 39G3,315.26,0.0,0.78,0.0,67.57,23.0,23.85,36.93,31.78,19.76,4.85,1.73,1.13,143.03
2017 - 39G4,1672.29,31.31,13.5,0.04,,,,,,,,,,
2017 - 39G5,3083.11,2084.65,95.52,35.01,0.89,3.75,3.37,31.97,15.82,20.99,6.82,5.96,1.0,89.68
2017 - 39G6,1845.17,677.41,34.32,7.07,35.67,21.36,40.65,70.95,47.09,58.03,30.7,11.24,7.4,287.42
2017 - 39G7,1632.91,0.0,29.84,0.0,63.42,9.64,25.02,39.74,28.56,46.02,27.81,14.28,10.72,201.79
2017 - 39G8,2239.69,199.28,48.4,0.77,33.26,21.17,56.78,161.32,73.46,139.47,68.35,28.54,88.95,638.04
2017 - 39G9,526.0,137.28,6.27,0.57,17.73,2.51,26.08,145.19,93.89,122.58,53.56,31.26,43.23,518.3
2017 - 39H0,0.0,0.0,0.0,0.0,66.76,4.29,5.41,16.26,7.45,9.85,4.0,3.31,0.8,51.37
2017 - 40F9,163.26,0.0,0.62,0.0,5.23,16.3,0.72,0.42,0.14,0.0,0.0,0.0,0.0,17.58
2017 - 40G0,1018.29,3.87,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 40G1,239.3,0.0,1.58,0.0,4.47,8.4,0.25,0.21,0.04,0.0,0.0,0.0,0.0,8.9
2017 - 40G2,158.42,0.0,0.61,0.0,34.16,3.33,0.22,0.31,0.18,0.07,0.0,0.0,0.0,4.11
2017 - 40G4,598.8,93.38,6.06,0.28,0.0,5.9,47.49,123.51,107.83,106.65,15.48,37.63,11.64,456.13
2017 - 40G5,1578.1,471.29,28.04,2.88,0.0,10.42,3.74,162.25,99.35,37.76,22.87,22.02,4.21,362.62
2017 - 40G6,1747.14,820.3,24.18,3.67,19.93,6.64,53.08,312.4,121.77,56.38,24.22,2.27,8.94,585.7
2017 - 40G7,1204.62,0.0,11.85,0.0,8.2,7.93,17.38,242.0,41.51,52.64,22.57,16.42,3.09,403.54
2017 - 40G8,3487.14,2315.92,137.46,51.02,27.62,15.24,25.32,81.88,35.79,61.28,23.98,7.4,21.62,272.51
2017 - 40G9,673.93,216.72,15.87,1.7,11.99,2.15,11.91,40.65,34.87,49.92,28.2,23.02,22.3,213.02
2017 - 40H0,0.0,0.0,0.0,0.0,465.31,0.0,0.0,2.44,7.31,14.04,4.87,2.44,0.0,31.1
2017 - 41G0,717.42,0.0,4.6,0.0,,,,,,,,,,
2017 - 41G1,2790.83,0.0,17.1,0.0,10.64,103.91,0.65,0.21,0.0,0.0,0.0,0.0,0.0,104.77
2017 - 41G2,1156.89,0.0,6.74,0.0,,,,,,,,,,
2017 - 41G6,106.57,0.0,0.28,0.0,98.82,47.5,10.58,394.21,39.39,31.64,4.12,0.0,0.11,527.55
2017 - 41G7,215.06,0.0,1.08,0.0,16.42,34.94,214.13,917.67,79.1,71.54,41.61,4.77,0.88,1364.64
2017 - 41G8,2332.01,1902.4,99.83,53.48,18.56,4.84,127.51,723.08,467.42,586.05,121.07,4.84,37.04,2071.85
2017 - 41G9,1993.59,1477.41,107.86,47.88,0.32,0.93,24.11,115.02,16.08,91.41,72.06,15.87,63.19,398.67
2017 - 41H0,133.17,3.8,1.44,0.02,2.45,0.0,21.9,104.57,13.18,80.77,61.61,12.82,53.74,348.59
2017 - 42G1,0.0,0.0,0.0,0.0,4.1,79.1,9.2,1.68,0.3,0.0,0.0,0.0,0.0,90.28
2017 - 42G2,0.0,0.0,0.0,0.0,2.29,13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18
2017 - 42G6,147.85,60.69,2.12,0.39,67.41,23.89,9.16,236.24,65.77,19.63,1.64,0.0,0.0,356.33
2017 - 42G7,2803.44,1781.86,70.99,35.03,884.7,35.78,111.67,382.18,115.33,9.84,4.65,1.89,0.0,661.34
2017 - 42G8,887.03,720.89,37.12,27.43,20.3,0.0,182.01,811.02,56.92,132.88,60.93,12.75,8.91,1265.42
2017 - 42G9,3397.22,3397.22,321.71,277.54,0.89,0.5,8.67,51.78,6.51,34.52,26.97,5.38,22.98,157.31
2017 - 42H0,1264.16,916.6,69.26,38.6,45.81,3.33,20.1,223.78,39.54,82.95,48.04,18.53,34.08,470.35
2017 - 43G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 43G2,0.0,0.0,0.0,0.0,0.33,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91
2017 - 43G7,2340.38,1971.38,83.16,54.58,186.52,77.0,69.89,146.37,37.35,25.67,2.63,2.39,2.63,363.93
2017 - 43G8,392.17,201.88,7.4,4.34,0.0,3.74,57.8,389.08,97.08,63.41,47.14,5.61,12.35,676.21
2017 - 43G9,3229.6,3103.5,296.88,264.9,8.91,0.0,5.15,40.17,5.58,8.43,0.0,0.0,0.0,59.33
2017 - 43H0,1954.72,1511.26,205.74,153.92,4.2,20.16,55.02,405.17,61.62,139.12,65.61,24.52,39.73,810.95
2017 - 44G7,2880.19,2648.67,145.9,107.44,1314.75,35.3,20.1,68.53,27.41,8.53,5.78,4.46,0.0,170.11
2017 - 44G8,1429.36,1333.82,61.51,41.49,7.32,25.6,49.7,283.11,43.37,4.82,1.51,0.0,0.0,408.11
2017 - 44G9,2397.12,1959.24,116.05,90.92,19.5,52.46,339.51,1143.87,132.49,53.38,61.55,10.95,5.01,1799.22
2017 - 44H0,2863.99,2002.48,182.77,96.95,2.43,5.13,45.87,279.66,23.54,52.62,37.03,7.22,12.84,463.91
2017 - 45G7,2091.64,1635.65,96.94,67.6,221.87,425.49,228.17,999.11,143.25,4.92,2.87,4.92,0.0,1808.73
2017 - 45G8,3256.79,3202.38,233.24,186.06,81.25,37.08,5.78,30.85,8.88,7.52,3.62,0.0,0.0,93.73
2017 - 45G9,2583.05,2318.6,151.44,118.51,76.13,48.19,52.31,238.9,34.08,16.11,2.92,0.0,0.0,392.51
2017 - 45H0,2988.39,1789.24,145.37,62.45,76.22,1.7,9.01,84.3,23.52,35.68,12.67,0.0,4.14,171.02
2017 - 45H1,285.19,0.0,2.74,0.0,0.0,0.0,16.57,123.62,23.75,34.8,11.59,0.0,4.4,214.73
2017 - 46G8,2353.74,2014.81,225.54,197.37,50.03,375.28,406.12,1401.72,34.27,35.99,0.0,0.0,0.0,2253.38
2017 - 46G9,3106.61,3016.85,212.38,179.05,131.8,127.22,85.1,316.5,39.22,2.64,7.49,0.0,0.0,578.17
2017 - 46H0,3160.61,2255.45,205.12,128.78,63.82,22.99,33.5,74.79,23.72,16.19,4.05,1.16,0.0,176.4
2017 - 46H1,670.41,0.0,9.48,0.0,0.83,30.04,25.9,250.13,43.03,60.13,56.14,0.0,34.49,499.86
2017 - 46H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017 - 47G9,1212.5,955.07,35.93,21.23,144.16,616.69,771.73,2183.5,268.27,121.04,58.55,19.68,11.64,4051.1
2017 - 47H0,1737.31,1296.76,71.7,39.1,60.39,197.25,436.31,1034.11,240.03,199.8,155.34,90.87,217.09,2570.8
2017 - 47H1,2731.75,915.94,101.26,7.21,8.4,133.78,81.16,622.85,69.5,60.52,64.49,0.0,41.79,1074.09
2017 - 47H2,1757.91,621.42,62.46,7.24,166.1,346.49,136.32,870.23,67.9,42.35,46.28,0.0,22.25,1531.82
2017 - 47H3,1016.32,273.28,35.58,1.74,25.51,286.43,169.05,470.65,110.27,34.3,5.64,2.17,0.61,1079.12
2017 - 48G9,0.0,0.0,0.0,0.0,413.54,205.22,80.77,188.42,27.8,17.45,15.9,8.98,29.81,574.35
2017 - 48H0,0.0,0.0,0.0,0.0,97.61,215.53,155.18,350.25,62.42,32.42,24.78,14.96,35.58,891.12
2017 - 48H1,132.6,0.0,1.51,0.0,106.55,201.84,90.24,190.5,33.2,11.34,11.06,3.06,7.78,549.02
2017 - 48H2,551.13,0.0,5.88,0.0,226.98,283.5,348.0,734.82,149.87,59.29,49.73,18.61,37.41,1681.23
2017 - 48H3,912.98,20.96,17.65,0.08,111.49,275.69,215.64,1127.66,206.43,250.17,103.73,40.81,113.18,2333.31
2017 - 48H4,1671.72,194.8,29.37,1.3,126.71,919.28,435.0,1116.47,210.86,93.58,14.32,9.28,15.28,2814.07
2017 - 48H5,2051.99,519.89,47.34,2.78,56.64,776.08,829.54,2399.14,565.86,155.81,24.39,8.04,2.29,4761.15
2017 - 48H6,1923.41,270.16,37.12,1.26,599.57,475.8,559.57,1612.62,416.79,140.51,18.98,4.47,0.0,3228.74
2017 - 48H7,1387.16,134.48,13.44,0.26,834.6,177.31,55.53,90.72,12.63,1.68,2.01,1.01,1.01,341.9
2017 - 49G9,0.0,0.0,0.0,0.0,90.75,210.4,102.76,230.14,38.84,19.57,17.74,9.58,27.46,656.49
2017 - 49H5,213.22,0.0,1.41,0.0,58.11,153.45,75.62,377.23,62.66,52.02,17.03,5.56,21.84,765.41
2017 - 49H6,885.51,17.17,10.88,0.03,171.69,617.97,341.41,1723.85,287.77,239.02,74.95,24.03,102.0,3411.0
2017 - 50G7,0.0,0.0,0.0,0.0,3.02,142.83,87.69,141.67,44.43,23.78,13.98,6.53,27.63,488.54
2017 - 50G8,0.0,0.0,0.0,0.0,14.36,983.45,225.15,149.83,37.68,12.48,5.79,2.45,7.73,1424.56
2017 - 50G9,0.0,0.0,0.0,0.0,0.0,191.74,345.86,738.75,242.74,148.57,92.49,41.62,140.41,1942.18
2017 - 50H0,0.0,0.0,0.0,0.0,253.03,1452.36,278.46,248.67,67.47,27.72,13.96,5.21,25.48,2119.33
2017 - 51G7,0.0,0.0,0.0,0.0,6.87,281.02,227.37,398.32,126.27,68.71,40.6,19.02,80.8,1242.11
2017 - 51G8,0.0,0.0,0.0,0.0,2.81,240.77,419.96,936.53,300.81,187.09,112.39,51.74,194.11,2443.4
2017 - 51G9,0.0,0.0,0.0,0.0,2.18,199.45,266.68,472.26,151.36,84.37,51.25,21.8,64.73,1311.9
2017 - 51H0,0.0,0.0,0.0,0.0,534.08,372.17,95.07,108.67,33.09,18.43,12.63,7.44,38.68,686.18
2017 - 52G7,0.0,0.0,0.0,0.0,0.37,110.43,99.94,199.66,65.84,42.16,29.43,15.75,90.9,654.11
2017 - 52G8,0.0,0.0,0.0,0.0,0.0,78.96,184.85,411.09,137.24,89.31,59.39,27.72,101.04,1089.6
2017 - 52G9,0.0,0.0,0.0,0.0,0.0,44.44,78.84,251.35,95.19,83.49,75.76,42.56,207.37,879.0
2017 - 52H0,0.0,0.0,0.0,0.0,89.24,590.5,155.5,152.82,44.0,20.81,12.65,6.11,19.52,1001.91
2017 - 53G8,0.0,0.0,0.0,0.0,0.0,229.5,296.81,505.15,166.05,95.95,62.82,27.55,104.64,1488.47
2017 - 53G9,0.0,0.0,0.0,0.0,0.76,76.74,117.33,227.61,76.14,52.53,38.83,19.98,92.92,702.08
2017 - 53H0,0.0,0.0,0.0,0.0,5.29,336.75,223.49,338.82,106.13,54.88,31.61,12.66,33.88,1138.22
2017 - 54G8,0.0,0.0,0.0,0.0,0.0,71.36,137.15,295.67,97.29,64.1,43.77,20.27,68.85,798.46
2017 - 54G9,0.0,0.0,0.0,0.0,15.43,147.39,208.47,385.84,129.71,86.1,66.07,33.28,131.24,1188.1
2017 - 54H0,0.0,0.0,0.0,0.0,48.04,491.1,183.29,222.5,68.79,38.56,26.13,12.69,52.6,1095.66
2017 - 55G9,0.0,0.0,0.0,0.0,49.54,230.13,180.97,256.61,80.86,42.11,27.81,13.46,50.7,882.65
2017 - 55H0,0.0,0.0,0.0,0.0,95.07,640.09,353.1,472.99,148.05,79.13,52.76,25.57,99.84,1871.53
2018 - 37G0,4.0,0.0,0.01,0.0,41.12,2.66,0.13,0.07,0.15,0.07,0.0,0.0,0.0,3.08
2018 - 37G1,68.31,0.0,0.1,0.0,229.7,21.86,0.56,1.07,1.39,0.1,0.0,0.0,0.0,24.98
2018 - 37G2,0.0,0.0,0.0,0.0,36.63,2.0,0.64,0.97,1.79,0.3,0.12,0.02,0.02,5.86
