,A43ml,A1ml,V43ml,V1ml
2017 - 37H8,0.0,0.0,0.0,0.0
2017 - 37H9,0.0,0.0,0.0,0.0
2017 - 37I0,0.0,0.0,0.0,0.0
2017 - 38F9,63.42,0.0,0.15,0.0
2017 - 38G0,396.4,11.85,1.77,0.03
2017 - 38G1,3.95,0.0,0.01,0.0
2017 - 38G2,7.93,0.0,0.01,0.0
2017 - 38G3,432.19,0.0,1.79,0.0
2017 - 38G4,868.98,0.0,4.81,0.0
2017 - 38G5,2756.24,748.52,47.9,3.31
2017 - 38G6,43.48,3.95,0.69,0.01
2017 - 38G7,0.0,0.0,0.0,0.0
2017 - 38G8,0.0,0.0,0.0,0.0
2017 - 38G9,527.98,130.74,7.48,0.76
2017 - 38H0,0.0,0.0,0.0,0.0
2017 - 38H1,0.0,0.0,0.0,0.0
2017 - 38H2,0.0,0.0,0.0,0.0
2017 - 38H3,0.0,0.0,0.0,0.0
2017 - 38H4,0.0,0.0,0.0,0.0
2017 - 38H5,0.0,0.0,0.0,0.0
2017 - 38H6,0.0,0.0,0.0,0.0
2017 - 38H7,0.0,0.0,0.0,0.0
2017 - 38H8,0.0,0.0,0.0,0.0
2017 - 38H9,0.0,0.0,0.0,0.0
2017 - 38I0,0.0,0.0,0.0,0.0
2017 - 39F9,59.14,0.0,0.15,0.0
2017 - 39G0,254.82,15.78,1.23,0.03
2017 - 39G1,231.61,0.0,1.07,0.0
2017 - 39G2,0.0,0.0,0.0,0.0
2017 - 39G3,315.26,0.0,0.78,0.0
2017 - 39G4,1672.29,31.31,13.5,0.04
2017 - 39G5,3083.11,2084.65,95.52,35.01
2017 - 39G6,1845.17,677.41,34.32,7.07
2017 - 39G7,1632.91,0.0,29.84,0.0
2017 - 39G8,2239.69,199.28,48.4,0.77
2017 - 39G9,526.0,137.28,6.27,0.57
2017 - 39H0,0.0,0.0,0.0,0.0
2017 - 39H1,0.0,0.0,0.0,0.0
2017 - 39H2,0.0,0.0,0.0,0.0
2017 - 39H3,0.0,0.0,0.0,0.0
2017 - 39H4,0.0,0.0,0.0,0.0
2017 - 39H5,0.0,0.0,0.0,0.0
2017 - 39H6,0.0,0.0,0.0,0.0
2017 - 39H7,0.0,0.0,0.0,0.0
2017 - 39H8,0.0,0.0,0.0,0.0
2017 - 39H9,0.0,0.0,0.0,0.0
2017 - 39I0,0.0,0.0,0.0,0.0
2017 - 40F9,163.26,0.0,0.62,0.0
2017 - 40G0,1018.29,3.87,6.32,0.0
2017 - 40G1,239.3,0.0,1.58,0.0
2017 - 40G2,158.42,0.0,0.61,0.0
2017 - 40G3,0.0,0.0,0.0,0.0
2017 - 40G4,598.8,93.38,6.06,0.28
2017 - 40G5,1578.1,471.29,28.04,2.88
2017 - 40G6,1747.14,820.3,24.18,3.67
2017 - 40G7,1204.62,0.0,11.85,0.0
2017 - 40G8,3487.14,2315.92,137.46,51.02
2017 - 40G9,673.93,216.72,15.87,1.7
2017 - 40H0,0.0,0.0,0.0,0.0
2017 - 40H1,0.0,0.0,0.0,0.0
2017 - 40H2,0.0,0.0,0.0,0.0
2017 - 40H3,0.0,0.0,0.0,0.0
2017 - 40H4,0.0,0.0,0.0,0.0
2017 - 40H5,0.0,0.0,0.0,0.0
2017 - 40H6,0.0,0.0,0.0,0.0
2017 - 40H7,0.0,0.0,0.0,0.0
2017 - 40H8,0.0,0.0,0.0,0.0
2017 - 40H9,0.0,0.0,0.0,0.0
2017 - 40I0,0.0,0.0,0.0,0.0
2017 - 41F9,0.0,0.0,0.0,0.0
2017 - 41G0,717.42,0.0,4.6,0.0
2017 - 41G1,2790.83,0.0,17.1,0.0
2017 - 41G2,1156.89,0.0,6.74,0.0
2017 - 41G3,0.0,0.0,0.0,0.0
2017 - 41G4,0.0,0.0,0.0,0.0
2017 - 41G5,0.0,0.0,0.0,0.0
2017 - 41G6,106.57,0.0,0.28,0.0
2017 - 41G7,215.06,0.0,1.08,0.0
2017 - 41G8,2332.01,1902.4,99.83,53.48
2017 - 41G9,1993.59,1477.41,107.86,47.88
2017 - 41H0,133.17,3.8,1.44,0.02
2017 - 41H1,0.0,0.0,0.0,0.0
2017 - 41H2,0.0,0.0,0.0,0.0
2017 - 41H3,0.0,0.0,0.0,0.0
2017 - 41H4,0.0,0.0,0.0,0.0
2017 - 41H5,0.0,0.0,0.0,0.0
2017 - 41H6,0.0,0.0,0.0,0.0
2017 - 41H7,0.0,0.0,0.0,0.0
2017 - 41H8,0.0,0.0,0.0,0.0
2017 - 41H9,0.0,0.0,0.0,0.0
2017 - 41I0,0.0,0.0,0.0,0.0
2017 - 42F9,0.0,0.0,0.0,0.0
2017 - 42G0,0.0,0.0,0.0,0.0
2017 - 42G1,0.0,0.0,0.0,0.0
2017 - 42G2,0.0,0.0,0.0,0.0
2017 - 42G3,0.0,0.0,0.0,0.0
2017 - 42G4,0.0,0.0,0.0,0.0
2017 - 42G5,0.0,0.0,0.0,0.0
2017 - 42G6,147.85,60.69,2.12,0.39
2017 - 42G7,2803.44,1781.86,70.99,35.03
2017 - 42G8,887.03,720.89,37.12,27.43
2017 - 42G9,3397.22,3397.22,321.71,277.54
2017 - 42H0,1264.16,916.6,69.26,38.6
2017 - 42H1,0.0,0.0,0.0,0.0
2017 - 42H2,0.0,0.0,0.0,0.0
2017 - 42H3,0.0,0.0,0.0,0.0
2017 - 42H4,0.0,0.0,0.0,0.0
2017 - 42H5,0.0,0.0,0.0,0.0
2017 - 42H6,0.0,0.0,0.0,0.0
2017 - 42H7,0.0,0.0,0.0,0.0
2017 - 42H8,0.0,0.0,0.0,0.0
2017 - 42H9,0.0,0.0,0.0,0.0
2017 - 42I0,0.0,0.0,0.0,0.0
2017 - 43F9,0.0,0.0,0.0,0.0
2017 - 43G0,0.0,0.0,0.0,0.0
2017 - 43G1,0.0,0.0,0.0,0.0
2017 - 43G2,0.0,0.0,0.0,0.0
2017 - 43G3,0.0,0.0,0.0,0.0
2017 - 43G4,0.0,0.0,0.0,0.0
2017 - 43G5,0.0,0.0,0.0,0.0
2017 - 43G6,0.0,0.0,0.0,0.0
2017 - 43G7,2340.38,1971.38,83.16,54.58
2017 - 43G8,392.17,201.88,7.4,4.34
2017 - 43G9,3229.6,3103.5,296.88,264.9
2017 - 43H0,1954.72,1511.26,205.74,153.92
2017 - 43H1,0.0,0.0,0.0,0.0
2017 - 43H2,0.0,0.0,0.0,0.0
2017 - 43H3,0.0,0.0,0.0,0.0
2017 - 43H4,0.0,0.0,0.0,0.0
2017 - 43H5,0.0,0.0,0.0,0.0
2017 - 43H6,0.0,0.0,0.0,0.0
2017 - 43H7,0.0,0.0,0.0,0.0
2017 - 43H8,0.0,0.0,0.0,0.0
2017 - 43H9,0.0,0.0,0.0,0.0
2017 - 43I0,0.0,0.0,0.0,0.0
2017 - 44F9,0.0,0.0,0.0,0.0
2017 - 44G0,0.0,0.0,0.0,0.0
2017 - 44G1,0.0,0.0,0.0,0.0
2017 - 44G2,0.0,0.0,0.0,0.0
2017 - 44G3,0.0,0.0,0.0,0.0
2017 - 44G4,0.0,0.0,0.0,0.0
2017 - 44G5,0.0,0.0,0.0,0.0
2017 - 44G6,0.0,0.0,0.0,0.0
2017 - 44G7,2880.19,2648.67,145.9,107.44
2017 - 44G8,1429.36,1333.82,61.51,41.49
2017 - 44G9,2397.12,1959.24,116.05,90.92
2017 - 44H0,2863.99,2002.48,182.77,96.95
2017 - 44H1,87.68,0.0,1.0,0.0
2017 - 44H2,0.0,0.0,0.0,0.0
2017 - 44H3,36.85,0.0,0.22,0.0
2017 - 44H4,0.0,0.0,0.0,0.0
2017 - 44H5,0.0,0.0,0.0,0.0
2017 - 44H6,0.0,0.0,0.0,0.0
2017 - 44H7,0.0,0.0,0.0,0.0
2017 - 44H8,0.0,0.0,0.0,0.0
2017 - 44H9,0.0,0.0,0.0,0.0
2017 - 44I0,0.0,0.0,0.0,0.0
2017 - 45F9,0.0,0.0,0.0,0.0
2017 - 45G0,0.0,0.0,0.0,0.0
2017 - 45G1,0.0,0.0,0.0,0.0
2017 - 45G2,0.0,0.0,0.0,0.0
2017 - 45G3,0.0,0.0,0.0,0.0
2017 - 45G4,0.0,0.0,0.0,0.0
2017 - 45G5,0.0,0.0,0.0,0.0
2017 - 45G6,0.0,0.0,0.0,0.0
2017 - 45G7,2091.64,1635.65,96.94,67.6
2017 - 45G8,3256.79,3202.38,233.24,186.06
2017 - 45G9,2583.05,2318.6,151.44,118.51
2017 - 45H0,2988.39,1789.24,145.37,62.45
2017 - 45H1,285.19,0.0,2.74,0.0
2017 - 45H2,0.0,0.0,0.0,0.0
2017 - 45H3,0.0,0.0,0.0,0.0
2017 - 45H4,0.0,0.0,0.0,0.0
2017 - 45H5,0.0,0.0,0.0,0.0
2017 - 45H6,0.0,0.0,0.0,0.0
2017 - 45H7,0.0,0.0,0.0,0.0
2017 - 45H8,0.0,0.0,0.0,0.0
2017 - 45H9,0.0,0.0,0.0,0.0
2017 - 45I0,0.0,0.0,0.0,0.0
2017 - 46F9,0.0,0.0,0.0,0.0
2017 - 46G0,0.0,0.0,0.0,0.0
2017 - 46G1,0.0,0.0,0.0,0.0
2017 - 46G2,0.0,0.0,0.0,0.0
2017 - 46G3,0.0,0.0,0.0,0.0
2017 - 46G4,0.0,0.0,0.0,0.0
2017 - 46G5,0.0,0.0,0.0,0.0
2017 - 46G6,0.0,0.0,0.0,0.0
2017 - 46G7,244.27,28.76,3.09,0.18
2017 - 46G8,2353.74,2014.81,225.54,197.37
2017 - 46G9,3106.61,3016.85,212.38,179.05
2017 - 46H0,3160.61,2255.45,205.12,128.78
2017 - 46H1,670.41,0.0,9.48,0.0
2017 - 46H2,0.0,0.0,0.0,0.0
2017 - 46H3,0.0,0.0,0.0,0.0
2017 - 46H4,0.0,0.0,0.0,0.0
2017 - 46H5,0.0,0.0,0.0,0.0
2017 - 46H6,0.0,0.0,0.0,0.0
2017 - 46H7,0.0,0.0,0.0,0.0
2017 - 46H8,0.0,0.0,0.0,0.0
2017 - 46H9,0.0,0.0,0.0,0.0
2017 - 46I0,0.0,0.0,0.0,0.0
2017 - 47F9,0.0,0.0,0.0,0.0
2017 - 47G0,0.0,0.0,0.0,0.0
2017 - 47G1,0.0,0.0,0.0,0.0
2017 - 47G2,0.0,0.0,0.0,0.0
2017 - 47G3,0.0,0.0,0.0,0.0
2017 - 47G4,0.0,0.0,0.0,0.0
2017 - 47G5,0.0,0.0,0.0,0.0
2017 - 47G6,0.0,0.0,0.0,0.0
2017 - 47G7,0.0,0.0,0.0,0.0
2017 - 47G8,10.63,0.0,0.02,0.0
2017 - 47G9,1212.5,955.07,35.93,21.23
2017 - 47H0,1737.31,1296.76,71.7,39.1
2017 - 47H1,2731.75,915.94,101.26,7.21
2017 - 47H2,1757.91,621.42,62.46,7.24
2017 - 47H3,1016.32,273.28,35.58,1.74
2017 - 47H4,13.98,0.0,0.21,0.0
2017 - 47H5,0.0,0.0,0.0,0.0
2017 - 47H6,0.0,0.0,0.0,0.0
2017 - 47H7,13.98,0.0,0.04,0.0
2017 - 47H8,0.0,0.0,0.0,0.0
2017 - 47H9,0.0,0.0,0.0,0.0
2017 - 47I0,0.0,0.0,0.0,0.0
2017 - 48F9,0.0,0.0,0.0,0.0
2017 - 48G0,0.0,0.0,0.0,0.0
2017 - 48G1,0.0,0.0,0.0,0.0
2017 - 48G2,0.0,0.0,0.0,0.0
2017 - 48G3,0.0,0.0,0.0,0.0
2017 - 48G4,0.0,0.0,0.0,0.0
2017 - 48G5,0.0,0.0,0.0,0.0
2017 - 48G6,0.0,0.0,0.0,0.0
2017 - 48G7,0.0,0.0,0.0,0.0
2017 - 48G8,0.0,0.0,0.0,0.0
2017 - 48G9,0.0,0.0,0.0,0.0
2017 - 48H0,0.0,0.0,0.0,0.0
2017 - 48H1,132.6,0.0,1.51,0.0
2017 - 48H2,551.13,0.0,5.88,0.0
2017 - 48H3,912.98,20.96,17.65,0.08
2017 - 48H4,1671.72,194.8,29.37,1.3
2017 - 48H5,2051.99,519.89,47.34,2.78
2017 - 48H6,1923.41,270.16,37.12,1.26
2017 - 48H7,1387.16,134.48,13.44,0.26
2017 - 48H8,0.0,0.0,0.0,0.0
2017 - 48H9,0.0,0.0,0.0,0.0
2017 - 48I0,0.0,0.0,0.0,0.0
2017 - 49F9,0.0,0.0,0.0,0.0
2017 - 49G0,0.0,0.0,0.0,0.0
2017 - 49G1,0.0,0.0,0.0,0.0
2017 - 49G2,0.0,0.0,0.0,0.0
2017 - 49G3,0.0,0.0,0.0,0.0
2017 - 49G4,0.0,0.0,0.0,0.0
2017 - 49G5,0.0,0.0,0.0,0.0
2017 - 49G6,0.0,0.0,0.0,0.0
2017 - 49G7,0.0,0.0,0.0,0.0
2017 - 49G8,0.0,0.0,0.0,0.0
2017 - 49G9,0.0,0.0,0.0,0.0
2017 - 49H0,0.0,0.0,0.0,0.0
2017 - 49H1,0.0,0.0,0.0,0.0
2017 - 49H2,0.0,0.0,0.0,0.0
2017 - 49H3,0.0,0.0,0.0,0.0
2017 - 49H4,3.44,0.0,0.0,0.0
2017 - 49H5,213.22,0.0,1.41,0.0
2017 - 49H6,885.51,17.17,10.88,0.03
2017 - 49H7,734.16,236.8,8.12,1.19
2017 - 49H8,0.0,0.0,0.0,0.0
2017 - 49H9,0.0,0.0,0.0,0.0
2017 - 49I0,0.0,0.0,0.0,0.0
2017 - 50F9,0.0,0.0,0.0,0.0
2017 - 50G0,0.0,0.0,0.0,0.0
2017 - 50G1,0.0,0.0,0.0,0.0
2017 - 50G2,0.0,0.0,0.0,0.0
2017 - 50G3,0.0,0.0,0.0,0.0
2017 - 50G4,0.0,0.0,0.0,0.0
2017 - 50G5,0.0,0.0,0.0,0.0
2017 - 50G6,0.0,0.0,0.0,0.0
2017 - 50G7,0.0,0.0,0.0,0.0
2017 - 50G8,0.0,0.0,0.0,0.0
2017 - 50G9,0.0,0.0,0.0,0.0
2017 - 50H0,0.0,0.0,0.0,0.0
2017 - 50H1,0.0,0.0,0.0,0.0
2017 - 50H2,0.0,0.0,0.0,0.0
2017 - 50H3,0.0,0.0,0.0,0.0
2017 - 50H4,0.0,0.0,0.0,0.0
2017 - 50H5,0.0,0.0,0.0,0.0
2017 - 50H6,0.0,0.0,0.0,0.0
2017 - 50H7,0.0,0.0,0.0,0.0
2017 - 50H8,0.0,0.0,0.0,0.0
2017 - 50H9,0.0,0.0,0.0,0.0
2017 - 50I0,0.0,0.0,0.0,0.0
2017 - 51F9,0.0,0.0,0.0,0.0
2017 - 51G0,0.0,0.0,0.0,0.0
2017 - 51G1,0.0,0.0,0.0,0.0
2017 - 51G2,0.0,0.0,0.0,0.0
2017 - 51G3,0.0,0.0,0.0,0.0
2017 - 51G4,0.0,0.0,0.0,0.0
2017 - 51G5,0.0,0.0,0.0,0.0
2017 - 51G6,0.0,0.0,0.0,0.0
2017 - 51G7,0.0,0.0,0.0,0.0
2017 - 51G8,0.0,0.0,0.0,0.0
2017 - 51G9,0.0,0.0,0.0,0.0
2017 - 51H0,0.0,0.0,0.0,0.0
2017 - 51H1,0.0,0.0,0.0,0.0
2017 - 51H2,0.0,0.0,0.0,0.0
2017 - 51H3,0.0,0.0,0.0,0.0
2017 - 51H4,0.0,0.0,0.0,0.0
2017 - 51H5,0.0,0.0,0.0,0.0
2017 - 51H6,0.0,0.0,0.0,0.0
2017 - 51H7,0.0,0.0,0.0,0.0
2017 - 51H8,0.0,0.0,0.0,0.0
2017 - 51H9,0.0,0.0,0.0,0.0
2017 - 51I0,0.0,0.0,0.0,0.0
2017 - 52F9,0.0,0.0,0.0,0.0
2017 - 52G0,0.0,0.0,0.0,0.0
2017 - 52G1,0.0,0.0,0.0,0.0
2017 - 52G2,0.0,0.0,0.0,0.0
2017 - 52G3,0.0,0.0,0.0,0.0
2017 - 52G4,0.0,0.0,0.0,0.0
2017 - 52G5,0.0,0.0,0.0,0.0
2017 - 52G6,0.0,0.0,0.0,0.0
2017 - 52G7,0.0,0.0,0.0,0.0
2017 - 52G8,0.0,0.0,0.0,0.0
2017 - 52G9,0.0,0.0,0.0,0.0
2017 - 52H0,0.0,0.0,0.0,0.0
2017 - 52H1,0.0,0.0,0.0,0.0
2017 - 52H2,0.0,0.0,0.0,0.0
2017 - 52H3,0.0,0.0,0.0,0.0
2017 - 52H4,0.0,0.0,0.0,0.0
2017 - 52H5,0.0,0.0,0.0,0.0
2017 - 52H6,0.0,0.0,0.0,0.0
2017 - 52H7,0.0,0.0,0.0,0.0
2017 - 52H8,0.0,0.0,0.0,0.0
2017 - 52H9,0.0,0.0,0.0,0.0
2017 - 52I0,0.0,0.0,0.0,0.0
2017 - 53F9,0.0,0.0,0.0,0.0
2017 - 53G0,0.0,0.0,0.0,0.0
2017 - 53G1,0.0,0.0,0.0,0.0
2017 - 53G2,0.0,0.0,0.0,0.0
2017 - 53G3,0.0,0.0,0.0,0.0
2017 - 53G4,0.0,0.0,0.0,0.0
2017 - 53G5,0.0,0.0,0.0,0.0
2017 - 53G6,0.0,0.0,0.0,0.0
2017 - 53G7,0.0,0.0,0.0,0.0
2017 - 53G8,0.0,0.0,0.0,0.0
2017 - 53G9,0.0,0.0,0.0,0.0
2017 - 53H0,0.0,0.0,0.0,0.0
2017 - 53H1,0.0,0.0,0.0,0.0
2017 - 53H2,0.0,0.0,0.0,0.0
2017 - 53H3,0.0,0.0,0.0,0.0
2017 - 53H4,0.0,0.0,0.0,0.0
2017 - 53H5,0.0,0.0,0.0,0.0
2017 - 53H6,0.0,0.0,0.0,0.0
2017 - 53H7,0.0,0.0,0.0,0.0
2017 - 53H8,0.0,0.0,0.0,0.0
2017 - 53H9,0.0,0.0,0.0,0.0
2017 - 53I0,0.0,0.0,0.0,0.0
2017 - 54F9,0.0,0.0,0.0,0.0
2017 - 54G0,0.0,0.0,0.0,0.0
2017 - 54G1,0.0,0.0,0.0,0.0
2017 - 54G2,0.0,0.0,0.0,0.0
2017 - 54G3,0.0,0.0,0.0,0.0
2017 - 54G4,0.0,0.0,0.0,0.0
2017 - 54G5,0.0,0.0,0.0,0.0
2017 - 54G6,0.0,0.0,0.0,0.0
2017 - 54G7,0.0,0.0,0.0,0.0
2017 - 54G8,0.0,0.0,0.0,0.0
2017 - 54G9,0.0,0.0,0.0,0.0
2017 - 54H0,0.0,0.0,0.0,0.0
2017 - 54H1,0.0,0.0,0.0,0.0
2017 - 54H2,0.0,0.0,0.0,0.0
2017 - 54H3,0.0,0.0,0.0,0.0
2017 - 54H4,0.0,0.0,0.0,0.0
2017 - 54H5,0.0,0.0,0.0,0.0
2017 - 54H6,0.0,0.0,0.0,0.0
2017 - 54H7,0.0,0.0,0.0,0.0
2017 - 54H8,0.0,0.0,0.0,0.0
2017 - 54H9,0.0,0.0,0.0,0.0
2017 - 54I0,0.0,0.0,0.0,0.0
2017 - 55F9,0.0,0.0,0.0,0.0
2017 - 55G0,0.0,0.0,0.0,0.0
2017 - 55G1,0.0,0.0,0.0,0.0
2017 - 55G2,0.0,0.0,0.0,0.0
2017 - 55G3,0.0,0.0,0.0,0.0
2017 - 55G4,0.0,0.0,0.0,0.0
2017 - 55G5,0.0,0.0,0.0,0.0
2017 - 55G6,0.0,0.0,0.0,0.0
2017 - 55G7,0.0,0.0,0.0,0.0
2017 - 55G8,0.0,0.0,0.0,0.0
2017 - 55G9,0.0,0.0,0.0,0.0
2017 - 55H0,0.0,0.0,0.0,0.0
2017 - 55H1,0.0,0.0,0.0,0.0
2017 - 55H2,0.0,0.0,0.0,0.0
2017 - 55H3,0.0,0.0,0.0,0.0
2017 - 55H4,0.0,0.0,0.0,0.0
2017 - 55H5,0.0,0.0,0.0,0.0
2017 - 55H6,0.0,0.0,0.0,0.0
2017 - 55H7,0.0,0.0,0.0,0.0
2017 - 55H8,0.0,0.0,0.0,0.0
2017 - 55H9,0.0,0.0,0.0,0.0
2017 - 55I0,0.0,0.0,0.0,0.0
2017 - 56F9,0.0,0.0,0.0,0.0
2017 - 56G0,0.0,0.0,0.0,0.0
2017 - 56G1,0.0,0.0,0.0,0.0
2017 - 56G2,0.0,0.0,0.0,0.0
2017 - 56G3,0.0,0.0,0.0,0.0
2017 - 56G4,0.0,0.0,0.0,0.0
2017 - 56G5,0.0,0.0,0.0,0.0
2017 - 56G6,0.0,0.0,0.0,0.0
2017 - 56G7,0.0,0.0,0.0,0.0
2017 - 56G8,0.0,0.0,0.0,0.0
2017 - 56G9,0.0,0.0,0.0,0.0
2017 - 56H0,0.0,0.0,0.0,0.0
2017 - 56H1,0.0,0.0,0.0,0.0
2017 - 56H2,0.0,0.0,0.0,0.0
2017 - 56H3,0.0,0.0,0.0,0.0
2017 - 56H4,0.0,0.0,0.0,0.0
2017 - 56H5,0.0,0.0,0.0,0.0
2017 - 56H6,0.0,0.0,0.0,0.0
2017 - 56H7,0.0,0.0,0.0,0.0
2017 - 56H8,0.0,0.0,0.0,0.0
2017 - 56H9,0.0,0.0,0.0,0.0
2017 - 56I0,0.0,0.0,0.0,0.0
2017 - 57F9,0.0,0.0,0.0,0.0
2017 - 57G0,0.0,0.0,0.0,0.0
2017 - 57G1,0.0,0.0,0.0,0.0
2017 - 57G2,0.0,0.0,0.0,0.0
2017 - 57G3,0.0,0.0,0.0,0.0
2017 - 57G4,0.0,0.0,0.0,0.0
2017 - 57G5,0.0,0.0,0.0,0.0
2017 - 57G6,0.0,0.0,0.0,0.0
2017 - 57G7,0.0,0.0,0.0,0.0
2017 - 57G8,0.0,0.0,0.0,0.0
2017 - 57G9,0.0,0.0,0.0,0.0
2017 - 57H0,0.0,0.0,0.0,0.0
2017 - 57H1,0.0,0.0,0.0,0.0
2017 - 57H2,0.0,0.0,0.0,0.0
2017 - 57H3,0.0,0.0,0.0,0.0
2017 - 57H4,0.0,0.0,0.0,0.0
2017 - 57H5,0.0,0.0,0.0,0.0
2017 - 57H6,0.0,0.0,0.0,0.0
2017 - 57H7,0.0,0.0,0.0,0.0
2017 - 57H8,0.0,0.0,0.0,0.0
2017 - 57H9,0.0,0.0,0.0,0.0
2017 - 57I0,0.0,0.0,0.0,0.0
2017 - 58F9,0.0,0.0,0.0,0.0
2017 - 58G0,0.0,0.0,0.0,0.0
2017 - 58G1,0.0,0.0,0.0,0.0
2017 - 58G2,0.0,0.0,0.0,0.0
2017 - 58G3,0.0,0.0,0.0,0.0
2017 - 58G4,0.0,0.0,0.0,0.0
2017 - 58G5,0.0,0.0,0.0,0.0
2017 - 58G6,0.0,0.0,0.0,0.0
2017 - 58G7,0.0,0.0,0.0,0.0
2017 - 58G8,0.0,0.0,0.0,0.0
2017 - 58G9,0.0,0.0,0.0,0.0
2017 - 58H0,0.0,0.0,0.0,0.0
2017 - 58H1,0.0,0.0,0.0,0.0
2017 - 58H2,0.0,0.0,0.0,0.0
2017 - 58H3,0.0,0.0,0.0,0.0
2017 - 58H4,0.0,0.0,0.0,0.0
2017 - 58H5,0.0,0.0,0.0,0.0
2017 - 58H6,0.0,0.0,0.0,0.0
2017 - 58H7,0.0,0.0,0.0,0.0
2017 - 58H8,0.0,0.0,0.0,0.0
2017 - 58H9,0.0,0.0,0.0,0.0
2017 - 58I0,0.0,0.0,0.0,0.0
2017 - 59F9,0.0,0.0,0.0,0.0
2017 - 59G0,0.0,0.0,0.0,0.0
2017 - 59G1,0.0,0.0,0.0,0.0
2017 - 59G2,0.0,0.0,0.0,0.0
2017 - 59G3,0.0,0.0,0.0,0.0
2017 - 59G4,0.0,0.0,0.0,0.0
2017 - 59G5,0.0,0.0,0.0,0.0
2017 - 59G6,0.0,0.0,0.0,0.0
2017 - 59G7,0.0,0.0,0.0,0.0
2017 - 59G8,0.0,0.0,0.0,0.0
2017 - 59G9,0.0,0.0,0.0,0.0
2017 - 59H0,0.0,0.0,0.0,0.0
2017 - 59H1,0.0,0.0,0.0,0.0
2017 - 59H2,0.0,0.0,0.0,0.0
2017 - 59H3,0.0,0.0,0.0,0.0
2017 - 59H4,0.0,0.0,0.0,0.0
2017 - 59H5,0.0,0.0,0.0,0.0
2017 - 59H6,0.0,0.0,0.0,0.0
2017 - 59H7,0.0,0.0,0.0,0.0
2017 - 59H8,0.0,0.0,0.0,0.0
2017 - 59H9,0.0,0.0,0.0,0.0
2017 - 59I0,0.0,0.0,0.0,0.0
2017 - 60F9,0.0,0.0,0.0,0.0
2017 - 60G0,0.0,0.0,0.0,0.0
2017 - 60G1,0.0,0.0,0.0,0.0
2017 - 60G2,0.0,0.0,0.0,0.0
2017 - 60G3,0.0,0.0,0.0,0.0
2017 - 60G4,0.0,0.0,0.0,0.0
2017 - 60G5,0.0,0.0,0.0,0.0
2017 - 60G6,0.0,0.0,0.0,0.0
2017 - 60G7,0.0,0.0,0.0,0.0
2017 - 60G8,0.0,0.0,0.0,0.0
2017 - 60G9,0.0,0.0,0.0,0.0
2017 - 60H0,0.0,0.0,0.0,0.0
2017 - 60H1,0.0,0.0,0.0,0.0
2017 - 60H2,0.0,0.0,0.0,0.0
2017 - 60H3,0.0,0.0,0.0,0.0
2017 - 60H4,0.0,0.0,0.0,0.0
2017 - 60H5,0.0,0.0,0.0,0.0
2017 - 60H6,0.0,0.0,0.0,0.0
2017 - 60H7,0.0,0.0,0.0,0.0
2017 - 60H8,0.0,0.0,0.0,0.0
2017 - 60H9,0.0,0.0,0.0,0.0
2017 - 60I0,0.0,0.0,0.0,0.0
2018 - 35F9,0.0,0.0,0.0,0.0
2018 - 35G0,0.0,0.0,0.0,0.0
2018 - 35G1,0.0,0.0,0.0,0.0
2018 - 35G2,0.0,0.0,0.0,0.0
2018 - 35G3,0.0,0.0,0.0,0.0
2018 - 35G4,0.0,0.0,0.0,0.0
2018 - 35G5,0.0,0.0,0.0,0.0
2018 - 35G6,0.0,0.0,0.0,0.0
2018 - 35G7,0.0,0.0,0.0,0.0
2018 - 35G8,0.0,0.0,0.0,0.0
2018 - 35G9,0.0,0.0,0.0,0.0
2018 - 35H0,0.0,0.0,0.0,0.0
2018 - 35H1,0.0,0.0,0.0,0.0
2018 - 35H2,0.0,0.0,0.0,0.0
2018 - 35H3,0.0,0.0,0.0,0.0
2018 - 35H4,0.0,0.0,0.0,0.0
2018 - 35H5,0.0,0.0,0.0,0.0
2018 - 35H6,0.0,0.0,0.0,0.0
2018 - 35H7,0.0,0.0,0.0,0.0
2018 - 35H8,0.0,0.0,0.0,0.0
2018 - 35H9,0.0,0.0,0.0,0.0
2018 - 35I0,0.0,0.0,0.0,0.0
2018 - 36F9,0.0,0.0,0.0,0.0
2018 - 36G0,0.0,0.0,0.0,0.0
2018 - 36G1,0.0,0.0,0.0,0.0
2018 - 36G2,0.0,0.0,0.0,0.0
2018 - 36G3,0.0,0.0,0.0,0.0
2018 - 36G4,0.0,0.0,0.0,0.0
2018 - 36G5,0.0,0.0,0.0,0.0
2018 - 36G6,0.0,0.0,0.0,0.0
2018 - 36G7,0.0,0.0,0.0,0.0
2018 - 36G8,0.0,0.0,0.0,0.0
2018 - 36G9,0.0,0.0,0.0,0.0
2018 - 36H0,0.0,0.0,0.0,0.0
2018 - 36H1,0.0,0.0,0.0,0.0
2018 - 36H2,0.0,0.0,0.0,0.0
2018 - 36H3,0.0,0.0,0.0,0.0
2018 - 36H4,0.0,0.0,0.0,0.0
2018 - 36H5,0.0,0.0,0.0,0.0
2018 - 36H6,0.0,0.0,0.0,0.0
2018 - 36H7,0.0,0.0,0.0,0.0
2018 - 36H8,0.0,0.0,0.0,0.0
2018 - 36H9,0.0,0.0,0.0,0.0
2018 - 36I0,0.0,0.0,0.0,0.0
2018 - 37F9,0.0,0.0,0.0,0.0
2018 - 37G0,4.0,0.0,0.01,0.0
2018 - 37G1,68.31,0.0,0.1,0.0
