,A43ml,A1ml,V43ml,V1ml
1979 - 60G1,0.0,0.0,0.0,0.0
1979 - 60G2,0.0,0.0,0.0,0.0
1979 - 60G3,0.0,0.0,0.0,0.0
1979 - 60G4,0.0,0.0,0.0,0.0
1979 - 60G5,0.0,0.0,0.0,0.0
1979 - 60G6,0.0,0.0,0.0,0.0
1979 - 60G7,0.0,0.0,0.0,0.0
1979 - 60G8,0.0,0.0,0.0,0.0
1979 - 60G9,0.0,0.0,0.0,0.0
1979 - 60H0,0.0,0.0,0.0,0.0
1979 - 60H1,0.0,0.0,0.0,0.0
1979 - 60H2,0.0,0.0,0.0,0.0
1979 - 60H3,0.0,0.0,0.0,0.0
1979 - 60H4,0.0,0.0,0.0,0.0
1979 - 60H5,0.0,0.0,0.0,0.0
1979 - 60H6,0.0,0.0,0.0,0.0
1979 - 60H7,0.0,0.0,0.0,0.0
1979 - 60H8,0.0,0.0,0.0,0.0
1979 - 60H9,0.0,0.0,0.0,0.0
1979 - 60I0,0.0,0.0,0.0,0.0
1980 - 35F9,0.0,0.0,0.0,0.0
1980 - 35G0,0.0,0.0,0.0,0.0
1980 - 35G1,0.0,0.0,0.0,0.0
1980 - 35G2,0.0,0.0,0.0,0.0
1980 - 35G3,0.0,0.0,0.0,0.0
1980 - 35G4,0.0,0.0,0.0,0.0
1980 - 35G5,0.0,0.0,0.0,0.0
1980 - 35G6,0.0,0.0,0.0,0.0
1980 - 35G7,0.0,0.0,0.0,0.0
1980 - 35G8,0.0,0.0,0.0,0.0
1980 - 35G9,0.0,0.0,0.0,0.0
1980 - 35H0,0.0,0.0,0.0,0.0
1980 - 35H1,0.0,0.0,0.0,0.0
1980 - 35H2,0.0,0.0,0.0,0.0
1980 - 35H3,0.0,0.0,0.0,0.0
1980 - 35H4,0.0,0.0,0.0,0.0
1980 - 35H5,0.0,0.0,0.0,0.0
1980 - 35H6,0.0,0.0,0.0,0.0
1980 - 35H7,0.0,0.0,0.0,0.0
1980 - 35H8,0.0,0.0,0.0,0.0
1980 - 35H9,0.0,0.0,0.0,0.0
1980 - 35I0,0.0,0.0,0.0,0.0
1980 - 36F9,0.0,0.0,0.0,0.0
1980 - 36G0,0.0,0.0,0.0,0.0
1980 - 36G1,0.0,0.0,0.0,0.0
1980 - 36G2,0.0,0.0,0.0,0.0
1980 - 36G3,0.0,0.0,0.0,0.0
1980 - 36G4,0.0,0.0,0.0,0.0
1980 - 36G5,0.0,0.0,0.0,0.0
1980 - 36G6,0.0,0.0,0.0,0.0
1980 - 36G7,0.0,0.0,0.0,0.0
1980 - 36G8,0.0,0.0,0.0,0.0
1980 - 36G9,0.0,0.0,0.0,0.0
1980 - 36H0,0.0,0.0,0.0,0.0
1980 - 36H1,0.0,0.0,0.0,0.0
1980 - 36H2,0.0,0.0,0.0,0.0
1980 - 36H3,0.0,0.0,0.0,0.0
1980 - 36H4,0.0,0.0,0.0,0.0
1980 - 36H5,0.0,0.0,0.0,0.0
1980 - 36H6,0.0,0.0,0.0,0.0
1980 - 36H7,0.0,0.0,0.0,0.0
1980 - 36H8,0.0,0.0,0.0,0.0
1980 - 36H9,0.0,0.0,0.0,0.0
1980 - 36I0,0.0,0.0,0.0,0.0
1980 - 37F9,0.0,0.0,0.0,0.0
1980 - 37G0,0.0,0.0,0.0,0.0
1980 - 37G1,28.22,0.0,0.04,0.0
1980 - 37G2,0.0,0.0,0.0,0.0
1980 - 37G3,0.0,0.0,0.0,0.0
1980 - 37G4,0.0,0.0,0.0,0.0
1980 - 37G5,0.0,0.0,0.0,0.0
1980 - 37G6,0.0,0.0,0.0,0.0
1980 - 37G7,0.0,0.0,0.0,0.0
1980 - 37G8,0.0,0.0,0.0,0.0
1980 - 37G9,0.0,0.0,0.0,0.0
1980 - 37H0,0.0,0.0,0.0,0.0
1980 - 37H1,0.0,0.0,0.0,0.0
1980 - 37H2,0.0,0.0,0.0,0.0
1980 - 37H3,0.0,0.0,0.0,0.0
1980 - 37H4,0.0,0.0,0.0,0.0
1980 - 37H5,0.0,0.0,0.0,0.0
1980 - 37H6,0.0,0.0,0.0,0.0
1980 - 37H7,0.0,0.0,0.0,0.0
1980 - 37H8,0.0,0.0,0.0,0.0
1980 - 37H9,0.0,0.0,0.0,0.0
1980 - 37I0,0.0,0.0,0.0,0.0
1980 - 38F9,19.83,0.0,0.08,0.0
1980 - 38G0,523.4,0.0,3.35,0.0
1980 - 38G1,0.0,0.0,0.0,0.0
1980 - 38G2,0.0,0.0,0.0,0.0
1980 - 38G3,1838.87,0.0,10.31,0.0
1980 - 38G4,595.19,0.0,2.61,0.0
1980 - 38G5,2358.2,0.0,29.1,0.0
1980 - 38G6,126.54,0.0,1.14,0.0
1980 - 38G7,0.0,0.0,0.0,0.0
1980 - 38G8,788.88,0.0,19.98,0.0
1980 - 38G9,919.62,0.0,28.36,0.0
1980 - 38H0,0.0,0.0,0.0,0.0
1980 - 38H1,0.0,0.0,0.0,0.0
1980 - 38H2,0.0,0.0,0.0,0.0
1980 - 38H3,0.0,0.0,0.0,0.0
1980 - 38H4,0.0,0.0,0.0,0.0
1980 - 38H5,0.0,0.0,0.0,0.0
1980 - 38H6,0.0,0.0,0.0,0.0
1980 - 38H7,0.0,0.0,0.0,0.0
1980 - 38H8,0.0,0.0,0.0,0.0
1980 - 38H9,0.0,0.0,0.0,0.0
1980 - 38I0,0.0,0.0,0.0,0.0
1980 - 39F9,184.91,0.0,0.79,0.0
1980 - 39G0,489.65,230.52,4.73,3.37
1980 - 39G1,282.23,266.51,1.99,2.83
1980 - 39G2,0.0,0.0,0.0,0.0
1980 - 39G3,445.55,0.0,1.4,0.0
1980 - 39G4,633.1,3.93,2.23,0.0
1980 - 39G5,2569.59,0.0,80.2,0.0
1980 - 39G6,1507.56,0.0,26.08,0.0
1980 - 39G7,913.38,0.0,8.65,0.0
1980 - 39G8,3149.69,0.0,57.47,0.0
1980 - 39G9,2858.8,0.0,53.97,0.0
1980 - 39H0,35.13,0.0,0.12,0.0
1980 - 39H1,0.0,0.0,0.0,0.0
1980 - 39H2,0.0,0.0,0.0,0.0
1980 - 39H3,0.0,0.0,0.0,0.0
1980 - 39H4,0.0,0.0,0.0,0.0
1980 - 39H5,0.0,0.0,0.0,0.0
1980 - 39H6,0.0,0.0,0.0,0.0
1980 - 39H7,0.0,0.0,0.0,0.0
1980 - 39H8,0.0,0.0,0.0,0.0
1980 - 39H9,0.0,0.0,0.0,0.0
1980 - 39I0,0.0,0.0,0.0,0.0
1980 - 40F9,171.1,0.0,0.34,0.0
1980 - 40G0,1972.71,1538.15,14.41,14.99
1980 - 40G1,58.13,46.56,0.17,0.19
1980 - 40G2,138.86,0.0,0.96,0.0
1980 - 40G3,0.0,0.0,0.0,0.0
1980 - 40G4,338.38,54.47,3.05,0.09
1980 - 40G5,405.11,15.59,7.04,0.02
1980 - 40G6,19.49,0.0,0.17,0.0
1980 - 40G7,0.0,0.0,0.0,0.0
1980 - 40G8,2720.15,30.82,89.94,0.04
1980 - 40G9,2331.91,26.96,39.89,0.03
1980 - 40H0,287.7,0.0,1.16,0.0
1980 - 40H1,0.0,0.0,0.0,0.0
1980 - 40H2,0.0,0.0,0.0,0.0
1980 - 40H3,0.0,0.0,0.0,0.0
1980 - 40H4,0.0,0.0,0.0,0.0
1980 - 40H5,0.0,0.0,0.0,0.0
1980 - 40H6,0.0,0.0,0.0,0.0
1980 - 40H7,0.0,0.0,0.0,0.0
1980 - 40H8,0.0,0.0,0.0,0.0
1980 - 40H9,0.0,0.0,0.0,0.0
1980 - 40I0,0.0,0.0,0.0,0.0
1980 - 41F9,0.0,0.0,0.0,0.0
1980 - 41G0,522.4,388.05,2.26,1.54
1980 - 41G1,298.22,0.0,0.87,0.0
1980 - 41G2,1363.16,0.0,9.9,0.0
1980 - 41G3,0.0,0.0,0.0,0.0
1980 - 41G4,0.0,0.0,0.0,0.0
1980 - 41G5,0.0,0.0,0.0,0.0
1980 - 41G6,0.0,0.0,0.0,0.0
1980 - 41G7,0.0,0.0,0.0,0.0
1980 - 41G8,1814.87,733.68,54.99,9.36
1980 - 41G9,2556.18,1595.75,125.53,31.19
1980 - 41H0,133.16,0.0,1.21,0.0
1980 - 41H1,0.0,0.0,0.0,0.0
1980 - 41H2,0.0,0.0,0.0,0.0
1980 - 41H3,0.0,0.0,0.0,0.0
1980 - 41H4,0.0,0.0,0.0,0.0
1980 - 41H5,0.0,0.0,0.0,0.0
1980 - 41H6,0.0,0.0,0.0,0.0
1980 - 41H7,0.0,0.0,0.0,0.0
1980 - 41H8,0.0,0.0,0.0,0.0
1980 - 41H9,0.0,0.0,0.0,0.0
1980 - 41I0,0.0,0.0,0.0,0.0
1980 - 42F9,0.0,0.0,0.0,0.0
1980 - 42G0,0.0,0.0,0.0,0.0
1980 - 42G1,0.0,0.0,0.0,0.0
1980 - 42G2,83.52,0.0,0.24,0.0
1980 - 42G3,0.0,0.0,0.0,0.0
1980 - 42G4,0.0,0.0,0.0,0.0
1980 - 42G5,0.0,0.0,0.0,0.0
1980 - 42G6,30.37,0.0,0.05,0.0
1980 - 42G7,1363.34,176.41,13.67,0.68
1980 - 42G8,690.65,551.11,26.98,15.02
1980 - 42G9,3397.22,3344.06,280.61,173.1
1980 - 42H0,1324.68,731.33,62.34,17.74
1980 - 42H1,0.0,0.0,0.0,0.0
1980 - 42H2,0.0,0.0,0.0,0.0
1980 - 42H3,0.0,0.0,0.0,0.0
1980 - 42H4,0.0,0.0,0.0,0.0
1980 - 42H5,0.0,0.0,0.0,0.0
1980 - 42H6,0.0,0.0,0.0,0.0
1980 - 42H7,0.0,0.0,0.0,0.0
1980 - 42H8,0.0,0.0,0.0,0.0
1980 - 42H9,0.0,0.0,0.0,0.0
1980 - 42I0,0.0,0.0,0.0,0.0
1980 - 43F9,0.0,0.0,0.0,0.0
1980 - 43G0,0.0,0.0,0.0,0.0
1980 - 43G1,0.0,0.0,0.0,0.0
1980 - 43G2,0.0,0.0,0.0,0.0
1980 - 43G3,0.0,0.0,0.0,0.0
1980 - 43G4,0.0,0.0,0.0,0.0
1980 - 43G5,0.0,0.0,0.0,0.0
1980 - 43G6,0.0,0.0,0.0,0.0
1980 - 43G7,1769.29,1091.07,32.69,12.18
1980 - 43G8,130.93,22.44,2.92,0.19
1980 - 43G9,3029.2,2118.67,247.28,104.34
1980 - 43H0,2088.96,1544.6,187.98,111.11
1980 - 43H1,0.0,0.0,0.0,0.0
1980 - 43H2,0.0,0.0,0.0,0.0
1980 - 43H3,0.0,0.0,0.0,0.0
1980 - 43H4,0.0,0.0,0.0,0.0
1980 - 43H5,0.0,0.0,0.0,0.0
1980 - 43H6,0.0,0.0,0.0,0.0
1980 - 43H7,0.0,0.0,0.0,0.0
1980 - 43H8,0.0,0.0,0.0,0.0
1980 - 43H9,0.0,0.0,0.0,0.0
1980 - 43I0,0.0,0.0,0.0,0.0
1980 - 44F9,0.0,0.0,0.0,0.0
1980 - 44G0,0.0,0.0,0.0,0.0
1980 - 44G1,0.0,0.0,0.0,0.0
1980 - 44G2,0.0,0.0,0.0,0.0
1980 - 44G3,0.0,0.0,0.0,0.0
1980 - 44G4,0.0,0.0,0.0,0.0
1980 - 44G5,0.0,0.0,0.0,0.0
1980 - 44G6,0.0,0.0,0.0,0.0
1980 - 44G7,2873.04,2711.06,118.4,82.32
1980 - 44G8,1333.83,1238.43,39.88,21.37
1980 - 44G9,1951.73,1174.94,92.28,39.11
1980 - 44H0,2805.31,1914.6,136.32,41.05
1980 - 44H1,76.72,0.0,0.54,0.0
1980 - 44H2,0.0,0.0,0.0,0.0
1980 - 44H3,0.0,0.0,0.0,0.0
1980 - 44H4,0.0,0.0,0.0,0.0
1980 - 44H5,0.0,0.0,0.0,0.0
1980 - 44H6,0.0,0.0,0.0,0.0
1980 - 44H7,0.0,0.0,0.0,0.0
1980 - 44H8,0.0,0.0,0.0,0.0
1980 - 44H9,0.0,0.0,0.0,0.0
1980 - 44I0,0.0,0.0,0.0,0.0
1980 - 45F9,0.0,0.0,0.0,0.0
1980 - 45G0,0.0,0.0,0.0,0.0
1980 - 45G1,0.0,0.0,0.0,0.0
1980 - 45G2,0.0,0.0,0.0,0.0
1980 - 45G3,0.0,0.0,0.0,0.0
1980 - 45G4,0.0,0.0,0.0,0.0
1980 - 45G5,0.0,0.0,0.0,0.0
1980 - 45G6,0.0,0.0,0.0,0.0
1980 - 45G7,1856.5,1841.94,67.16,62.56
1980 - 45G8,3180.62,3093.53,181.67,143.88
1980 - 45G9,2380.25,2249.58,134.55,122.77
1980 - 45H0,2926.57,2319.24,120.18,76.58
1980 - 45H1,350.0,133.29,4.86,0.42
1980 - 45H2,0.0,0.0,0.0,0.0
1980 - 45H3,0.0,0.0,0.0,0.0
1980 - 45H4,0.0,0.0,0.0,0.0
1980 - 45H5,0.0,0.0,0.0,0.0
1980 - 45H6,0.0,0.0,0.0,0.0
1980 - 45H7,0.0,0.0,0.0,0.0
1980 - 45H8,0.0,0.0,0.0,0.0
1980 - 45H9,0.0,0.0,0.0,0.0
1980 - 45I0,0.0,0.0,0.0,0.0
1980 - 46F9,0.0,0.0,0.0,0.0
1980 - 46G0,0.0,0.0,0.0,0.0
1980 - 46G1,0.0,0.0,0.0,0.0
1980 - 46G2,0.0,0.0,0.0,0.0
1980 - 46G3,0.0,0.0,0.0,0.0
1980 - 46G4,0.0,0.0,0.0,0.0
1980 - 46G5,0.0,0.0,0.0,0.0
1980 - 46G6,0.0,0.0,0.0,0.0
1980 - 46G7,57.52,57.52,0.0,0.33
1980 - 46G8,2143.12,2011.54,205.61,180.69
1980 - 46G9,3056.34,2995.41,198.48,154.81
1980 - 46H0,3203.57,3124.73,219.17,179.55
1980 - 46H1,1442.4,809.59,27.61,12.33
1980 - 46H2,0.0,0.0,0.0,0.0
1980 - 46H3,0.0,0.0,0.0,0.0
1980 - 46H4,0.0,0.0,0.0,0.0
1980 - 46H5,0.0,0.0,0.0,0.0
1980 - 46H6,0.0,0.0,0.0,0.0
1980 - 46H7,0.0,0.0,0.0,0.0
1980 - 46H8,0.0,0.0,0.0,0.0
1980 - 46H9,0.0,0.0,0.0,0.0
1980 - 46I0,0.0,0.0,0.0,0.0
1980 - 47F9,0.0,0.0,0.0,0.0
1980 - 47G0,0.0,0.0,0.0,0.0
1980 - 47G1,0.0,0.0,0.0,0.0
1980 - 47G2,0.0,0.0,0.0,0.0
1980 - 47G3,0.0,0.0,0.0,0.0
1980 - 47G4,0.0,0.0,0.0,0.0
1980 - 47G5,0.0,0.0,0.0,0.0
1980 - 47G6,0.0,0.0,0.0,0.0
1980 - 47G7,0.0,0.0,0.0,0.0
1980 - 47G8,0.0,0.0,0.0,0.0
1980 - 47G9,1113.76,286.93,22.39,2.75
1980 - 47H0,1761.78,1226.72,67.73,38.05
1980 - 47H1,2283.7,1886.77,85.33,60.77
1980 - 47H2,1274.4,979.68,25.3,15.07
1980 - 47H3,910.75,504.18,16.35,3.76
1980 - 47H4,31.47,0.0,0.3,0.0
1980 - 47H5,0.0,0.0,0.0,0.0
1980 - 47H6,0.0,0.0,0.0,0.0
1980 - 47H7,0.0,0.0,0.0,0.0
1980 - 47H8,0.0,0.0,0.0,0.0
1980 - 47H9,0.0,0.0,0.0,0.0
1980 - 47I0,0.0,0.0,0.0,0.0
1980 - 48F9,0.0,0.0,0.0,0.0
1980 - 48G0,0.0,0.0,0.0,0.0
1980 - 48G1,0.0,0.0,0.0,0.0
1980 - 48G2,0.0,0.0,0.0,0.0
1980 - 48G3,0.0,0.0,0.0,0.0
1980 - 48G4,0.0,0.0,0.0,0.0
1980 - 48G5,0.0,0.0,0.0,0.0
1980 - 48G6,0.0,0.0,0.0,0.0
1980 - 48G7,0.0,0.0,0.0,0.0
1980 - 48G8,0.0,0.0,0.0,0.0
1980 - 48G9,0.0,0.0,0.0,0.0
1980 - 48H0,0.0,0.0,0.0,0.0
1980 - 48H1,55.84,0.0,0.38,0.0
1980 - 48H2,45.4,41.9,0.14,0.11
1980 - 48H3,693.95,132.67,7.28,0.51
1980 - 48H4,657.42,0.0,5.07,0.0
1980 - 48H5,58.95,0.0,0.39,0.0
1980 - 48H6,0.0,0.0,0.0,0.0
1980 - 48H7,0.0,0.0,0.0,0.0
1980 - 48H8,0.0,0.0,0.0,0.0
1980 - 48H9,0.0,0.0,0.0,0.0
1980 - 48I0,0.0,0.0,0.0,0.0
1980 - 49F9,0.0,0.0,0.0,0.0
1980 - 49G0,0.0,0.0,0.0,0.0
1980 - 49G1,0.0,0.0,0.0,0.0
1980 - 49G2,0.0,0.0,0.0,0.0
1980 - 49G3,0.0,0.0,0.0,0.0
1980 - 49G4,0.0,0.0,0.0,0.0
1980 - 49G5,0.0,0.0,0.0,0.0
1980 - 49G6,0.0,0.0,0.0,0.0
1980 - 49G7,0.0,0.0,0.0,0.0
1980 - 49G8,0.0,0.0,0.0,0.0
1980 - 49G9,0.0,0.0,0.0,0.0
1980 - 49H0,0.0,0.0,0.0,0.0
1980 - 49H1,0.0,0.0,0.0,0.0
1980 - 49H2,0.0,0.0,0.0,0.0
1980 - 49H3,0.0,0.0,0.0,0.0
1980 - 49H4,0.0,0.0,0.0,0.0
1980 - 49H5,0.0,0.0,0.0,0.0
1980 - 49H6,0.0,0.0,0.0,0.0
1980 - 49H7,0.0,0.0,0.0,0.0
1980 - 49H8,0.0,0.0,0.0,0.0
1980 - 49H9,0.0,0.0,0.0,0.0
1980 - 49I0,0.0,0.0,0.0,0.0
1980 - 50F9,0.0,0.0,0.0,0.0
1980 - 50G0,0.0,0.0,0.0,0.0
1980 - 50G1,0.0,0.0,0.0,0.0
1980 - 50G2,0.0,0.0,0.0,0.0
1980 - 50G3,0.0,0.0,0.0,0.0
1980 - 50G4,0.0,0.0,0.0,0.0
1980 - 50G5,0.0,0.0,0.0,0.0
1980 - 50G6,0.0,0.0,0.0,0.0
1980 - 50G7,0.0,0.0,0.0,0.0
1980 - 50G8,0.0,0.0,0.0,0.0
1980 - 50G9,0.0,0.0,0.0,0.0
1980 - 50H0,0.0,0.0,0.0,0.0
1980 - 50H1,0.0,0.0,0.0,0.0
1980 - 50H2,0.0,0.0,0.0,0.0
1980 - 50H3,0.0,0.0,0.0,0.0
1980 - 50H4,0.0,0.0,0.0,0.0
1980 - 50H5,0.0,0.0,0.0,0.0
1980 - 50H6,0.0,0.0,0.0,0.0
1980 - 50H7,0.0,0.0,0.0,0.0
1980 - 50H8,0.0,0.0,0.0,0.0
1980 - 50H9,0.0,0.0,0.0,0.0
1980 - 50I0,0.0,0.0,0.0,0.0
1980 - 51F9,0.0,0.0,0.0,0.0
1980 - 51G0,0.0,0.0,0.0,0.0
1980 - 51G1,0.0,0.0,0.0,0.0
1980 - 51G2,0.0,0.0,0.0,0.0
1980 - 51G3,0.0,0.0,0.0,0.0
1980 - 51G4,0.0,0.0,0.0,0.0
1980 - 51G5,0.0,0.0,0.0,0.0
1980 - 51G6,0.0,0.0,0.0,0.0
1980 - 51G7,0.0,0.0,0.0,0.0
1980 - 51G8,0.0,0.0,0.0,0.0
1980 - 51G9,0.0,0.0,0.0,0.0
1980 - 51H0,0.0,0.0,0.0,0.0
1980 - 51H1,0.0,0.0,0.0,0.0
1980 - 51H2,0.0,0.0,0.0,0.0
1980 - 51H3,0.0,0.0,0.0,0.0
1980 - 51H4,0.0,0.0,0.0,0.0
1980 - 51H5,0.0,0.0,0.0,0.0
1980 - 51H6,0.0,0.0,0.0,0.0
1980 - 51H7,0.0,0.0,0.0,0.0
1980 - 51H8,0.0,0.0,0.0,0.0
1980 - 51H9,0.0,0.0,0.0,0.0
1980 - 51I0,0.0,0.0,0.0,0.0
1980 - 52F9,0.0,0.0,0.0,0.0
1980 - 52G0,0.0,0.0,0.0,0.0
1980 - 52G1,0.0,0.0,0.0,0.0
1980 - 52G2,0.0,0.0,0.0,0.0
1980 - 52G3,0.0,0.0,0.0,0.0
1980 - 52G4,0.0,0.0,0.0,0.0
1980 - 52G5,0.0,0.0,0.0,0.0
1980 - 52G6,0.0,0.0,0.0,0.0
1980 - 52G7,0.0,0.0,0.0,0.0
1980 - 52G8,0.0,0.0,0.0,0.0
1980 - 52G9,0.0,0.0,0.0,0.0
1980 - 52H0,0.0,0.0,0.0,0.0
1980 - 52H1,0.0,0.0,0.0,0.0
1980 - 52H2,0.0,0.0,0.0,0.0
1980 - 52H3,0.0,0.0,0.0,0.0
1980 - 52H4,0.0,0.0,0.0,0.0
1980 - 52H5,0.0,0.0,0.0,0.0
1980 - 52H6,0.0,0.0,0.0,0.0
1980 - 52H7,0.0,0.0,0.0,0.0
1980 - 52H8,0.0,0.0,0.0,0.0
1980 - 52H9,0.0,0.0,0.0,0.0
1980 - 52I0,0.0,0.0,0.0,0.0
1980 - 53F9,0.0,0.0,0.0,0.0
1980 - 53G0,0.0,0.0,0.0,0.0
1980 - 53G1,0.0,0.0,0.0,0.0
1980 - 53G2,0.0,0.0,0.0,0.0
1980 - 53G3,0.0,0.0,0.0,0.0
1980 - 53G4,0.0,0.0,0.0,0.0
1980 - 53G5,0.0,0.0,0.0,0.0
1980 - 53G6,0.0,0.0,0.0,0.0
1980 - 53G7,0.0,0.0,0.0,0.0
1980 - 53G8,0.0,0.0,0.0,0.0
1980 - 53G9,0.0,0.0,0.0,0.0
1980 - 53H0,0.0,0.0,0.0,0.0
1980 - 53H1,0.0,0.0,0.0,0.0
1980 - 53H2,0.0,0.0,0.0,0.0
1980 - 53H3,0.0,0.0,0.0,0.0
1980 - 53H4,0.0,0.0,0.0,0.0
1980 - 53H5,0.0,0.0,0.0,0.0
1980 - 53H6,0.0,0.0,0.0,0.0
1980 - 53H7,0.0,0.0,0.0,0.0
1980 - 53H8,0.0,0.0,0.0,0.0
1980 - 53H9,0.0,0.0,0.0,0.0
1980 - 53I0,0.0,0.0,0.0,0.0
1980 - 54F9,0.0,0.0,0.0,0.0
1980 - 54G0,0.0,0.0,0.0,0.0
1980 - 54G1,0.0,0.0,0.0,0.0
1980 - 54G2,0.0,0.0,0.0,0.0
1980 - 54G3,0.0,0.0,0.0,0.0
1980 - 54G4,0.0,0.0,0.0,0.0
1980 - 54G5,0.0,0.0,0.0,0.0
1980 - 54G6,0.0,0.0,0.0,0.0
1980 - 54G7,0.0,0.0,0.0,0.0
1980 - 54G8,0.0,0.0,0.0,0.0
1980 - 54G9,0.0,0.0,0.0,0.0
1980 - 54H0,0.0,0.0,0.0,0.0
1980 - 54H1,0.0,0.0,0.0,0.0
1980 - 54H2,0.0,0.0,0.0,0.0
1980 - 54H3,0.0,0.0,0.0,0.0
1980 - 54H4,0.0,0.0,0.0,0.0
1980 - 54H5,0.0,0.0,0.0,0.0
1980 - 54H6,0.0,0.0,0.0,0.0
1980 - 54H7,0.0,0.0,0.0,0.0
1980 - 54H8,0.0,0.0,0.0,0.0
1980 - 54H9,0.0,0.0,0.0,0.0
1980 - 54I0,0.0,0.0,0.0,0.0
1980 - 55F9,0.0,0.0,0.0,0.0
1980 - 55G0,0.0,0.0,0.0,0.0
1980 - 55G1,0.0,0.0,0.0,0.0
1980 - 55G2,0.0,0.0,0.0,0.0
1980 - 55G3,0.0,0.0,0.0,0.0
1980 - 55G4,0.0,0.0,0.0,0.0
1980 - 55G5,0.0,0.0,0.0,0.0
1980 - 55G6,0.0,0.0,0.0,0.0
1980 - 55G7,0.0,0.0,0.0,0.0
1980 - 55G8,0.0,0.0,0.0,0.0
1980 - 55G9,0.0,0.0,0.0,0.0
1980 - 55H0,0.0,0.0,0.0,0.0
1980 - 55H1,0.0,0.0,0.0,0.0
1980 - 55H2,0.0,0.0,0.0,0.0
1980 - 55H3,0.0,0.0,0.0,0.0
1980 - 55H4,0.0,0.0,0.0,0.0
1980 - 55H5,0.0,0.0,0.0,0.0
1980 - 55H6,0.0,0.0,0.0,0.0
1980 - 55H7,0.0,0.0,0.0,0.0
1980 - 55H8,0.0,0.0,0.0,0.0
1980 - 55H9,0.0,0.0,0.0,0.0
1980 - 55I0,0.0,0.0,0.0,0.0
1980 - 56F9,0.0,0.0,0.0,0.0
1980 - 56G0,0.0,0.0,0.0,0.0
1980 - 56G1,0.0,0.0,0.0,0.0
1980 - 56G2,0.0,0.0,0.0,0.0
1980 - 56G3,0.0,0.0,0.0,0.0
1980 - 56G4,0.0,0.0,0.0,0.0
1980 - 56G5,0.0,0.0,0.0,0.0
1980 - 56G6,0.0,0.0,0.0,0.0
1980 - 56G7,0.0,0.0,0.0,0.0
1980 - 56G8,0.0,0.0,0.0,0.0
1980 - 56G9,0.0,0.0,0.0,0.0
1980 - 56H0,0.0,0.0,0.0,0.0
1980 - 56H1,0.0,0.0,0.0,0.0
1980 - 56H2,0.0,0.0,0.0,0.0
1980 - 56H3,0.0,0.0,0.0,0.0
1980 - 56H4,0.0,0.0,0.0,0.0
1980 - 56H5,0.0,0.0,0.0,0.0
1980 - 56H6,0.0,0.0,0.0,0.0
1980 - 56H7,0.0,0.0,0.0,0.0
1980 - 56H8,0.0,0.0,0.0,0.0
1980 - 56H9,0.0,0.0,0.0,0.0
1980 - 56I0,0.0,0.0,0.0,0.0
1980 - 57F9,0.0,0.0,0.0,0.0
1980 - 57G0,0.0,0.0,0.0,0.0
1980 - 57G1,0.0,0.0,0.0,0.0
1980 - 57G2,0.0,0.0,0.0,0.0
1980 - 57G3,0.0,0.0,0.0,0.0
1980 - 57G4,0.0,0.0,0.0,0.0
1980 - 57G5,0.0,0.0,0.0,0.0
1980 - 57G6,0.0,0.0,0.0,0.0
1980 - 57G7,0.0,0.0,0.0,0.0
1980 - 57G8,0.0,0.0,0.0,0.0
1980 - 57G9,0.0,0.0,0.0,0.0
1980 - 57H0,0.0,0.0,0.0,0.0
1980 - 57H1,0.0,0.0,0.0,0.0
1980 - 57H2,0.0,0.0,0.0,0.0
1980 - 57H3,0.0,0.0,0.0,0.0
1980 - 57H4,0.0,0.0,0.0,0.0
1980 - 57H5,0.0,0.0,0.0,0.0
1980 - 57H6,0.0,0.0,0.0,0.0
1980 - 57H7,0.0,0.0,0.0,0.0
1980 - 57H8,0.0,0.0,0.0,0.0
1980 - 57H9,0.0,0.0,0.0,0.0
1980 - 57I0,0.0,0.0,0.0,0.0
1980 - 58F9,0.0,0.0,0.0,0.0
1980 - 58G0,0.0,0.0,0.0,0.0
1980 - 58G1,0.0,0.0,0.0,0.0
1980 - 58G2,0.0,0.0,0.0,0.0
1980 - 58G3,0.0,0.0,0.0,0.0
1980 - 58G4,0.0,0.0,0.0,0.0
1980 - 58G5,0.0,0.0,0.0,0.0
1980 - 58G6,0.0,0.0,0.0,0.0
1980 - 58G7,0.0,0.0,0.0,0.0
1980 - 58G8,0.0,0.0,0.0,0.0
1980 - 58G9,0.0,0.0,0.0,0.0
1980 - 58H0,0.0,0.0,0.0,0.0
1980 - 58H1,0.0,0.0,0.0,0.0
1980 - 58H2,0.0,0.0,0.0,0.0
1980 - 58H3,0.0,0.0,0.0,0.0
1980 - 58H4,0.0,0.0,0.0,0.0
1980 - 58H5,0.0,0.0,0.0,0.0
1980 - 58H6,0.0,0.0,0.0,0.0
1980 - 58H7,0.0,0.0,0.0,0.0
1980 - 58H8,0.0,0.0,0.0,0.0
1980 - 58H9,0.0,0.0,0.0,0.0
1980 - 58I0,0.0,0.0,0.0,0.0
1980 - 59F9,0.0,0.0,0.0,0.0
1980 - 59G0,0.0,0.0,0.0,0.0
1980 - 59G1,0.0,0.0,0.0,0.0
1980 - 59G2,0.0,0.0,0.0,0.0
1980 - 59G3,0.0,0.0,0.0,0.0
1980 - 59G4,0.0,0.0,0.0,0.0
1980 - 59G5,0.0,0.0,0.0,0.0
1980 - 59G6,0.0,0.0,0.0,0.0
1980 - 59G7,0.0,0.0,0.0,0.0
